sample_id,method,w_legitimacy,w_engagement,w_robustness,w_transparency,utility
8,RANK,0.008341350600344216,0.3687648363297955,0.417989389901647,0.2049044231682131,0.7728834793619903
8,PERCENT,0.008341350600344216,0.3687648363297955,0.417989389901647,0.2049044231682131,0.8432653739236893
8,SAVE,0.008341350600344216,0.3687648363297955,0.417989389901647,0.2049044231682131,0.7306471577085586
8,TWO_KEY,0.008341350600344216,0.3687648363297955,0.417989389901647,0.2049044231682131,0.8580969013352284
9,RANK,0.16521294270623432,0.04674018739979339,0.5242381228890093,0.2638087470049631,0.7361701160643521
9,PERCENT,0.16521294270623432,0.04674018739979339,0.5242381228890093,0.2638087470049631,0.7116136831881301
9,SAVE,0.16521294270623432,0.04674018739979339,0.5242381228890093,0.2638087470049631,0.7144229396409332
9,TWO_KEY,0.16521294270623432,0.04674018739979339,0.5242381228890093,0.2638087470049631,0.7952351949075945
10,RANK,0.04005773604677384,0.21037944265854674,0.010770228172708993,0.7387925931219703,0.9276174169723311
10,PERCENT,0.04005773604677384,0.21037944265854674,0.010770228172708993,0.7387925931219703,0.972323399667081
10,SAVE,0.04005773604677384,0.21037944265854674,0.010770228172708993,0.7387925931219703,0.7008826083386029
10,TWO_KEY,0.04005773604677384,0.21037944265854674,0.010770228172708993,0.7387925931219703,0.6997333986471137
11,RANK,0.12010156951316248,0.4356574996208367,0.1498158812794001,0.2944250495866007,0.7900859951334878
11,PERCENT,0.12010156951316248,0.4356574996208367,0.1498158812794001,0.2944250495866007,0.874342657199126
11,SAVE,0.12010156951316248,0.4356574996208367,0.1498158812794001,0.2944250495866007,0.7054090694801174
11,TWO_KEY,0.12010156951316248,0.4356574996208367,0.1498158812794001,0.2944250495866007,0.7858825385358432
12,RANK,0.13229696199958527,0.03417489571372565,0.5840165243893681,0.24951161789732104,0.7357243043453298
12,PERCENT,0.13229696199958527,0.03417489571372565,0.5840165243893681,0.24951161789732104,0.709434648692573
12,SAVE,0.13229696199958527,0.03417489571372565,0.5840165243893681,0.24951161789732104,0.7209003068827176
12,TWO_KEY,0.13229696199958527,0.03417489571372565,0.5840165243893681,0.24951161789732104,0.8127046131758935
13,RANK,0.32932393662290493,0.2644073427975417,0.10695968859383338,0.2993090319857201,0.741214890065375
13,PERCENT,0.32932393662290493,0.2644073427975417,0.10695968859383338,0.2993090319857201,0.7657770994564913
13,SAVE,0.32932393662290493,0.2644073427975417,0.10695968859383338,0.2993090319857201,0.678450319435006
13,TWO_KEY,0.32932393662290493,0.2644073427975417,0.10695968859383338,0.2993090319857201,0.7112172821097728
14,RANK,0.12344116673380819,0.29061214001467295,0.06165961409793982,0.524287079153579,0.8511950442333882
14,PERCENT,0.12344116673380819,0.29061214001467295,0.06165961409793982,0.524287079153579,0.9043738027098129
14,SAVE,0.12344116673380819,0.29061214001467295,0.06165961409793982,0.524287079153579,0.6970623158036775
14,TWO_KEY,0.12344116673380819,0.29061214001467295,0.06165961409793982,0.524287079153579,0.7252747541916713
15,RANK,0.16325568925856923,0.10501343690842102,0.585361468964391,0.14636940486861852,0.7035053081343828
15,PERCENT,0.16325568925856923,0.10501343690842102,0.585361468964391,0.14636940486861852,0.6905789691151908
15,SAVE,0.16325568925856923,0.10501343690842102,0.585361468964391,0.14636940486861852,0.7193121977482977
15,TWO_KEY,0.16325568925856923,0.10501343690842102,0.585361468964391,0.14636940486861852,0.8270333711272541
16,RANK,0.11433259130378384,0.27123668565487036,0.05265845754241639,0.5617722654989293,0.8631493613052681
16,PERCENT,0.11433259130378384,0.27123668565487036,0.05265845754241639,0.5617722654989293,0.9130463845607488
16,SAVE,0.11433259130378384,0.27123668565487036,0.05265845754241639,0.5617722654989293,0.6970659843918519
16,TWO_KEY,0.11433259130378384,0.27123668565487036,0.05265845754241639,0.5617722654989293,0.7189395201412524
17,RANK,0.012674687213590207,0.7090459266224788,0.24203657718395596,0.036242808979975075,0.7488594340198674
17,PERCENT,0.012674687213590207,0.7090459266224788,0.24203657718395596,0.036242808979975075,0.9045887955420944
17,SAVE,0.012674687213590207,0.7090459266224788,0.24203657718395596,0.036242808979975075,0.7270575315702671
17,TWO_KEY,0.012674687213590207,0.7090459266224788,0.24203657718395596,0.036242808979975075,0.8890710889723032
18,RANK,0.0013096422886920934,0.39967351818516017,0.2902175712682061,0.3087992682579417,0.8109553819135632
18,PERCENT,0.0013096422886920934,0.39967351818516017,0.2902175712682061,0.3087992682579417,0.8938353622038908
18,SAVE,0.0013096422886920934,0.39967351818516017,0.2902175712682061,0.3087992682579417,0.7246563736190476
18,TWO_KEY,0.0013096422886920934,0.39967351818516017,0.2902175712682061,0.3087992682579417,0.8295371583337641
19,RANK,0.696123006778684,0.03630131799363806,0.20946370602664377,0.058111969201034216,0.5805245966271091
19,PERCENT,0.696123006778684,0.03630131799363806,0.20946370602664377,0.058111969201034216,0.5109388429373064
19,SAVE,0.696123006778684,0.03630131799363806,0.20946370602664377,0.058111969201034216,0.6428437645055135
19,TWO_KEY,0.696123006778684,0.03630131799363806,0.20946370602664377,0.058111969201034216,0.6487339698469305
20,RANK,0.5793547642649329,0.2844437190362849,0.11706923557693866,0.019132281121843467,0.6102372622206432
20,PERCENT,0.5793547642649329,0.2844437190362849,0.11706923557693866,0.019132281121843467,0.613766956184056
20,SAVE,0.5793547642649329,0.2844437190362849,0.11706923557693866,0.019132281121843467,0.6543292928175044
20,TWO_KEY,0.5793547642649329,0.2844437190362849,0.11706923557693866,0.019132281121843467,0.6937350497646828
21,RANK,0.12060229394649903,0.12734518086139343,0.4234570546128816,0.328595470579226,0.7722784229262842
21,PERCENT,0.12060229394649903,0.12734518086139343,0.4234570546128816,0.328595470579226,0.7746773778116139
21,SAVE,0.12060229394649903,0.12734518086139343,0.4234570546128816,0.328595470579226,0.7147665959183601
21,TWO_KEY,0.12060229394649903,0.12734518086139343,0.4234570546128816,0.328595470579226,0.7901919285826349
22,RANK,0.5198540157517059,0.15223773840160768,0.0303425328398762,0.29756571300681034,0.698788703527325
22,PERCENT,0.5198540157517059,0.15223773840160768,0.0303425328398762,0.29756571300681034,0.6805610859214645
22,SAVE,0.5198540157517059,0.15223773840160768,0.0303425328398762,0.29756571300681034,0.6526368779346929
22,TWO_KEY,0.5198540157517059,0.15223773840160768,0.0303425328398762,0.29756571300681034,0.6429678783587823
23,RANK,0.3244267718154773,0.18686557222132874,0.33429235633783894,0.15441529962535497,0.6873080322678875
23,PERCENT,0.3244267718154773,0.18686557222132874,0.33429235633783894,0.15441529962535497,0.6861304538533224
23,SAVE,0.3244267718154773,0.18686557222132874,0.33429235633783894,0.15441529962535497,0.690397788005208
23,TWO_KEY,0.3244267718154773,0.18686557222132874,0.33429235633783894,0.15441529962535497,0.7583547158785331
24,RANK,0.514592039500328,0.38806942778040576,0.01791263834459357,0.07942589437467268,0.6503476972553499
24,PERCENT,0.514592039500328,0.38806942778040576,0.01791263834459357,0.07942589437467268,0.6881966347537267
24,SAVE,0.514592039500328,0.38806942778040576,0.01791263834459357,0.07942589437467268,0.6572590426201742
24,TWO_KEY,0.514592039500328,0.38806942778040576,0.01791263834459357,0.07942589437467268,0.6967361915077639
25,RANK,0.01498180833609185,0.4746567763627639,0.17705710487784962,0.3333043104232947,0.8237619170571977
25,PERCENT,0.01498180833609185,0.4746567763627639,0.17705710487784962,0.3333043104232947,0.9268162267273219
25,SAVE,0.01498180833609185,0.4746567763627639,0.17705710487784962,0.3333043104232947,0.7183225780013343
25,TWO_KEY,0.01498180833609185,0.4746567763627639,0.17705710487784962,0.3333043104232947,0.8137051602958516
26,RANK,0.5171003660327778,0.062266365704316054,0.11471832903826486,0.3059149392246414,0.693537855621508
26,PERCENT,0.5171003660327778,0.062266365704316054,0.11471832903826486,0.3059149392246414,0.6515551224476933
26,SAVE,0.5171003660327778,0.062266365704316054,0.11471832903826486,0.3059149392246414,0.6559181024666406
26,TWO_KEY,0.5171003660327778,0.062266365704316054,0.11471832903826486,0.3059149392246414,0.6458172617240121
27,RANK,0.30285330122441945,0.0933770733767031,0.3988308844349349,0.20493874096394255,0.6986311365611676
27,PERCENT,0.30285330122441945,0.0933770733767031,0.3988308844349349,0.20493874096394255,0.6754935410986951
27,SAVE,0.30285330122441945,0.0933770733767031,0.3988308844349349,0.20493874096394255,0.6943597528026504
27,TWO_KEY,0.30285330122441945,0.0933770733767031,0.3988308844349349,0.20493874096394255,0.7565545849227436
28,RANK,0.3606852053321525,0.2242793748822094,0.13632855475603625,0.278706865029602,0.7255483077904854
28,PERCENT,0.3606852053321525,0.2242793748822094,0.13632855475603625,0.278706865029602,0.73650618122117
28,SAVE,0.3606852053321525,0.2242793748822094,0.13632855475603625,0.278706865029602,0.6761671567362586
28,TWO_KEY,0.3606852053321525,0.2242793748822094,0.13632855475603625,0.278706865029602,0.7068272940469208
29,RANK,0.3363309711486774,0.042661025258821546,0.4608758928122177,0.1601321107802833,0.6736986081187376
29,PERCENT,0.3363309711486774,0.042661025258821546,0.4608758928122177,0.1601321107802833,0.6331012044155666
29,SAVE,0.3363309711486774,0.042661025258821546,0.4608758928122177,0.1601321107802833,0.6935220217837179
29,TWO_KEY,0.3363309711486774,0.042661025258821546,0.4608758928122177,0.1601321107802833,0.7587898973786299
30,RANK,0.3734709766727416,0.5133273383152318,0.08676903070102941,0.0264326543109973,0.6679534237311465
30,PERCENT,0.3734709766727416,0.5133273383152318,0.08676903070102941,0.0264326543109973,0.7469173118457445
30,SAVE,0.3734709766727416,0.5133273383152318,0.08676903070102941,0.0264326543109973,0.6779323551763059
30,TWO_KEY,0.3734709766727416,0.5133273383152318,0.08676903070102941,0.0264326543109973,0.7609259020571058
31,RANK,0.05760218303301645,0.12404090915568801,0.37939443452611366,0.43896247328518195,0.818466022838656
31,PERCENT,0.05760218303301645,0.12404090915568801,0.37939443452611366,0.43896247328518195,0.8280548727338113
31,SAVE,0.05760218303301645,0.12404090915568801,0.37939443452611366,0.43896247328518195,0.7184992701871615
31,TWO_KEY,0.05760218303301645,0.12404090915568801,0.37939443452611366,0.43896247328518195,0.7830879339072735
32,RANK,0.004610084188499318,0.47239764656723204,0.3570182638922956,0.165974005351973,0.770469278204033
32,PERCENT,0.004610084188499318,0.47239764656723204,0.3570182638922956,0.165974005351973,0.8676197137554524
32,SAVE,0.004610084188499318,0.47239764656723204,0.3570182638922956,0.165974005351973,0.7296377167491217
32,TWO_KEY,0.004610084188499318,0.47239764656723204,0.3570182638922956,0.165974005351973,0.8659175474077281
33,RANK,0.03366127889617501,0.10859435359359572,0.7548247421373326,0.10291962537289658,0.7109292179515572
33,PERCENT,0.03366127889617501,0.10859435359359572,0.7548247421373326,0.10291962537289658,0.7059273762407159
33,SAVE,0.03366127889617501,0.10859435359359572,0.7548247421373326,0.10291962537289658,0.742117201589858
33,TWO_KEY,0.03366127889617501,0.10859435359359572,0.7548247421373326,0.10291962537289658,0.8896587581684487
34,RANK,0.12261768609471327,0.2035244579698434,0.07576711279349292,0.5980907431419505,0.8673279977248678
34,PERCENT,0.12261768609471327,0.2035244579698434,0.07576711279349292,0.5980907431419505,0.8997394579194173
34,SAVE,0.12261768609471327,0.2035244579698434,0.07576711279349292,0.5980907431419505,0.69617904408114
34,TWO_KEY,0.12261768609471327,0.2035244579698434,0.07576711279349292,0.5980907431419505,0.7084330029515659
35,RANK,0.7107515984789031,0.06281563358475095,0.14891939742701635,0.07751337050932951,0.5869574571032294
35,PERCENT,0.7107515984789031,0.06281563358475095,0.14891939742701635,0.07751337050932951,0.5242456001282502
35,SAVE,0.7107515984789031,0.06281563358475095,0.14891939742701635,0.07751337050932951,0.6384432675270238
35,TWO_KEY,0.7107515984789031,0.06281563358475095,0.14891939742701635,0.07751337050932951,0.6362487870143008
36,RANK,0.16663785401592193,0.018681589156961914,0.46747720122892056,0.3472033555981955,0.7606091835526356
36,PERCENT,0.16663785401592193,0.018681589156961914,0.46747720122892056,0.3472033555981955,0.7313800854349024
36,SAVE,0.16663785401592193,0.018681589156961914,0.46747720122892056,0.3472033555981955,0.7104531063180111
36,TWO_KEY,0.16663785401592193,0.018681589156961914,0.46747720122892056,0.3472033555981955,0.7720226023600752
37,RANK,0.017372662296192797,0.1073650913188449,0.7852416408604241,0.09002060552453807,0.7092695649975023
37,PERCENT,0.017372662296192797,0.1073650913188449,0.7852416408604241,0.09002060552453807,0.7045457477514794
37,SAVE,0.017372662296192797,0.1073650913188449,0.7852416408604241,0.09002060552453807,0.7454721296209397
37,TWO_KEY,0.017372662296192797,0.1073650913188449,0.7852416408604241,0.09002060552453807,0.8997453239513853
38,RANK,0.029258188165636616,0.1256586960146789,0.7932801994285618,0.05180291639112275,0.6965172384074823
38,PERCENT,0.029258188165636616,0.1256586960146789,0.7932801994285618,0.05180291639112275,0.6945751998454489
38,SAVE,0.029258188165636616,0.1256586960146789,0.7932801994285618,0.05180291639112275,0.7451123403575182
38,TWO_KEY,0.029258188165636616,0.1256586960146789,0.7932801994285618,0.05180291639112275,0.9052633214712803
39,RANK,0.27046356376062436,0.34776721966356805,0.06580765550867544,0.31596156106713214,0.7641652808514279
39,PERCENT,0.27046356376062436,0.34776721966356805,0.06580765550867544,0.31596156106713214,0.8156416274034003
39,SAVE,0.27046356376062436,0.34776721966356805,0.06580765550867544,0.31596156106713214,0.6837004788149748
39,TWO_KEY,0.27046356376062436,0.34776721966356805,0.06580765550867544,0.31596156106713214,0.7254086319885749
40,RANK,0.141946552936767,0.3097295454418154,0.31076168840098695,0.23756221322043053,0.7560660054481947
40,PERCENT,0.141946552936767,0.3097295454418154,0.31076168840098695,0.23756221322043053,0.8029376269514759
40,SAVE,0.141946552936767,0.3097295454418154,0.31076168840098695,0.23756221322043053,0.7098779612235032
40,TWO_KEY,0.141946552936767,0.3097295454418154,0.31076168840098695,0.23756221322043053,0.7995916807741212
41,RANK,0.03798054894764655,0.7239144916041121,0.15525095516630472,0.0828540042819365,0.7613530113214209
41,PERCENT,0.03798054894764655,0.7239144916041121,0.15525095516630472,0.0828540042819365,0.9210900036929219
41,SAVE,0.03798054894764655,0.7239144916041121,0.15525095516630472,0.0828540042819365,0.7198426566066244
41,TWO_KEY,0.03798054894764655,0.7239144916041121,0.15525095516630472,0.0828540042819365,0.8651635762131837
42,RANK,0.019976018500289225,0.42887910075728114,0.5431184636904927,0.008026417051937075,0.7121463883607145
42,PERCENT,0.019976018500289225,0.42887910075728114,0.5431184636904927,0.008026417051937075,0.7909241966530498
42,SAVE,0.019976018500289225,0.42887910075728114,0.5431184636904927,0.008026417051937075,0.7378792976697097
42,TWO_KEY,0.019976018500289225,0.42887910075728114,0.5431184636904927,0.008026417051937075,0.9073595502336923
43,RANK,0.32587232223293294,0.11662251164898597,0.47049868354507224,0.08700648257300882,0.6584122545159903
43,PERCENT,0.32587232223293294,0.11662251164898597,0.47049868354507224,0.08700648257300882,0.6358117873934361
43,SAVE,0.32587232223293294,0.11662251164898597,0.47049868354507224,0.08700648257300882,0.6966315433054623
43,TWO_KEY,0.32587232223293294,0.11662251164898597,0.47049868354507224,0.08700648257300882,0.7804261503813223
44,RANK,0.25685725486473876,0.10695899313592638,0.603821130228213,0.03236262177112191,0.6509655809995176
44,PERCENT,0.25685725486473876,0.10695899313592638,0.603821130228213,0.03236262177112191,0.6283434380357116
44,SAVE,0.25685725486473876,0.10695899313592638,0.603821130228213,0.03236262177112191,0.711010544898024
44,TWO_KEY,0.25685725486473876,0.10695899313592638,0.603821130228213,0.03236262177112191,0.8233672983047362
45,RANK,0.07987828042892284,0.02306433542963882,0.4952394610211106,0.4018179231203278,0.7931711196339284
45,PERCENT,0.07987828042892284,0.02306433542963882,0.4952394610211106,0.4018179231203278,0.7727716628755095
45,SAVE,0.07987828042892284,0.02306433542963882,0.4952394610211106,0.4018179231203278,0.72084716549436
45,TWO_KEY,0.07987828042892284,0.02306433542963882,0.4952394610211106,0.4018179231203278,0.7898047040140665
46,RANK,0.07675582573694521,0.2775518880232077,0.43725556691403694,0.20843671932581015,0.7542341177983378
46,PERCENT,0.07675582573694521,0.2775518880232077,0.43725556691403694,0.20843671932581015,0.7956800418615171
46,SAVE,0.07675582573694521,0.2775518880232077,0.43725556691403694,0.20843671932581015,0.7230224697683196
46,TWO_KEY,0.07675582573694521,0.2775518880232077,0.43725556691403694,0.20843671932581015,0.8347616128467799
47,RANK,0.22158581676737366,0.08133859340230393,0.028709157858484838,0.6683664319718374,0.8626017577516052
47,PERCENT,0.22158581676737366,0.08133859340230393,0.028709157858484838,0.6683664319718374,0.858111659992126
47,SAVE,0.22158581676737366,0.08133859340230393,0.028709157858484838,0.6683664319718374,0.6810515110136867
47,TWO_KEY,0.22158581676737366,0.08133859340230393,0.028709157858484838,0.6683664319718374,0.6554977562593935
48,RANK,0.5554399107987011,0.24142928062795158,0.09969676866522209,0.10343403990812529,0.6377384067267585
48,PERCENT,0.5554399107987011,0.24142928062795158,0.09969676866522209,0.10343403990812529,0.6342637516827146
48,SAVE,0.5554399107987011,0.24142928062795158,0.09969676866522209,0.10343403990812529,0.6548580385219798
48,TWO_KEY,0.5554399107987011,0.24142928062795158,0.09969676866522209,0.10343403990812529,0.6807930948552496
49,RANK,0.17822105612659664,0.31309606420159597,0.3002967411435061,0.20838613852830118,0.7408629758385687
49,PERCENT,0.17822105612659664,0.31309606420159597,0.3002967411435061,0.20838613852830118,0.7852167524531664
49,SAVE,0.17822105612659664,0.31309606420159597,0.3002967411435061,0.20838613852830118,0.7057036449745757
49,TWO_KEY,0.17822105612659664,0.31309606420159597,0.3002967411435061,0.20838613852830118,0.7937375981867534
50,RANK,0.28698016774270335,0.024552632893707554,0.04924794769361491,0.6392192516699742,0.8369778531887331
50,PERCENT,0.28698016774270335,0.024552632893707554,0.04924794769361491,0.6392192516699742,0.8118559881174866
50,SAVE,0.28698016774270335,0.024552632893707554,0.04924794769361491,0.6392192516699742,0.6745047522937987
50,TWO_KEY,0.28698016774270335,0.024552632893707554,0.04924794769361491,0.6392192516699742,0.6411257946212279
51,RANK,0.4361743156393905,0.0043218282191188045,0.0500478318505189,0.5094560242909719,0.7680562940539242
51,PERCENT,0.4361743156393905,0.0043218282191188045,0.0500478318505189,0.5094560242909719,0.7230511772358886
51,SAVE,0.4361743156393905,0.0043218282191188045,0.0500478318505189,0.5094560242909719,0.659155614369077
51,TWO_KEY,0.4361743156393905,0.0043218282191188045,0.0500478318505189,0.5094560242909719,0.6214371642287643
52,RANK,0.0023564730532635273,0.08141336511685547,0.36950710272427467,0.5467230591056063,0.8588371936637046
52,PERCENT,0.0023564730532635273,0.08141336511685547,0.36950710272427467,0.5467230591056063,0.8644216302393983
52,SAVE,0.0023564730532635273,0.08141336511685547,0.36950710272427467,0.5467230591056063,0.7226114968307891
52,TWO_KEY,0.0023564730532635273,0.08141336511685547,0.36950710272427467,0.5467230591056063,0.7755494599745674
53,RANK,0.37352398815515475,0.08987363945224427,0.4407570107303694,0.09584536166223169,0.6509605518636721
53,PERCENT,0.37352398815515475,0.08987363945224427,0.4407570107303694,0.09584536166223169,0.6183410560277803
53,SAVE,0.37352398815515475,0.08987363945224427,0.4407570107303694,0.09584536166223169,0.6895955055622973
53,TWO_KEY,0.37352398815515475,0.08987363945224427,0.4407570107303694,0.09584536166223169,0.7606312495149821
54,RANK,0.08363248975617703,0.29157393381842023,0.2228246613652748,0.4019689150601281,0.8177836135164134
54,PERCENT,0.08363248975617703,0.29157393381842023,0.2228246613652748,0.4019689150601281,0.8694672254907473
54,SAVE,0.08363248975617703,0.29157393381842023,0.2228246613652748,0.4019689150601281,0.7103214426571107
54,TWO_KEY,0.08363248975617703,0.29157393381842023,0.2228246613652748,0.4019689150601281,0.7758305771628353
55,RANK,0.4341731528483874,0.3402875190248488,0.03984275614541099,0.1856965719813529,0.6938878820360715
55,PERCENT,0.4341731528483874,0.3402875190248488,0.03984275614541099,0.1856965719813529,0.7279442353178011
55,SAVE,0.4341731528483874,0.3402875190248488,0.03984275614541099,0.1856965719813529,0.6656187354078228
55,TWO_KEY,0.4341731528483874,0.3402875190248488,0.03984275614541099,0.1856965719813529,0.6996371472466473
56,RANK,0.0655721658777654,0.059516288131452016,0.7686488769833952,0.10626266900738733,0.7021729543936982
56,PERCENT,0.0655721658777654,0.059516288131452016,0.7686488769833952,0.10626266900738733,0.6819751876225202
56,SAVE,0.0655721658777654,0.059516288131452016,0.7686488769833952,0.10626266900738733,0.738705041053324
56,TWO_KEY,0.0655721658777654,0.059516288131452016,0.7686488769833952,0.10626266900738733,0.8785906841934933
57,RANK,0.4043219494285624,0.18114743113085052,0.287672700337919,0.12685791910266817,0.6646087976883168
57,PERCENT,0.4043219494285624,0.18114743113085052,0.287672700337919,0.12685791910266817,0.6556591531429226
57,SAVE,0.4043219494285624,0.18114743113085052,0.287672700337919,0.12685791910266817,0.6795845123768802
57,TWO_KEY,0.4043219494285624,0.18114743113085052,0.287672700337919,0.12685791910266817,0.7355246024777776
58,RANK,0.2831857937962162,0.22331191794153932,0.07151281804627799,0.42198947021596656,0.7851168271962903
58,PERCENT,0.2831857937962162,0.22331191794153932,0.07151281804627799,0.42198947021596656,0.8060220108491553
58,SAVE,0.2831857937962162,0.22331191794153932,0.07151281804627799,0.42198947021596656,0.6802134789138643
58,TWO_KEY,0.2831857937962162,0.22331191794153932,0.07151281804627799,0.42198947021596656,0.6957850822949356
59,RANK,0.2077915369360073,0.015520168945666105,0.6537868146926374,0.12290147942568908,0.6801042043991528
59,PERCENT,0.2077915369360073,0.015520168945666105,0.6537868146926374,0.12290147942568908,0.6393090913259297
59,SAVE,0.2077915369360073,0.015520168945666105,0.6537868146926374,0.12290147942568908,0.716939508449326
59,TWO_KEY,0.2077915369360073,0.015520168945666105,0.6537868146926374,0.12290147942568908,0.8206458820542866
60,RANK,0.31968966177722585,0.34875430303904853,0.2791688868031608,0.05238714838056487,0.669863228702136
60,PERCENT,0.31968966177722585,0.34875430303904853,0.2791688868031608,0.05238714838056487,0.7089580650836276
60,SAVE,0.31968966177722585,0.34875430303904853,0.2791688868031608,0.05238714838056487,0.6910120032514931
60,TWO_KEY,0.31968966177722585,0.34875430303904853,0.2791688868031608,0.05238714838056487,0.7819903085188407
61,RANK,0.0023563145693762826,0.3986644792227075,0.08454822760886374,0.5144309785990524,0.8780157064184819
61,PERCENT,0.0023563145693762826,0.3986644792227075,0.08454822760886374,0.5144309785990524,0.9678997661866214
61,SAVE,0.0023563145693762826,0.3986644792227075,0.08454822760886374,0.5144309785990524,0.7127368868427144
61,TWO_KEY,0.0023563145693762826,0.3986644792227075,0.08454822760886374,0.5144309785990524,0.7700907833236783
62,RANK,0.5462630096494583,0.31607761398335343,0.057495073480012066,0.08016430288717606,0.6386292697717423
62,PERCENT,0.5462630096494583,0.31607761398335343,0.057495073480012066,0.08016430288717606,0.6550330894531793
62,SAVE,0.5462630096494583,0.31607761398335343,0.057495073480012066,0.08016430288717606,0.6548810404231067
62,TWO_KEY,0.5462630096494583,0.31607761398335343,0.057495073480012066,0.08016430288717606,0.6875741157191815
63,RANK,0.5797674896019407,0.11601464886330727,0.05652969459006137,0.24768816694469073,0.6692071420959512
63,PERCENT,0.5797674896019407,0.11601464886330727,0.05652969459006137,0.24768816694469073,0.6355060134351336
63,SAVE,0.5797674896019407,0.11601464886330727,0.05652969459006137,0.24768816694469073,0.6473835227696068
63,TWO_KEY,0.5797674896019407,0.11601464886330727,0.05652969459006137,0.24768816694469073,0.6357250202678371
64,RANK,0.5628139934887572,0.24359935329842738,0.17267450385186323,0.02091214936095211,0.6097101256833867
64,PERCENT,0.5628139934887572,0.24359935329842738,0.17267450385186323,0.02091214936095211,0.6033881920199959
64,SAVE,0.5628139934887572,0.24359935329842738,0.17267450385186323,0.02091214936095211,0.6583465342156036
64,TWO_KEY,0.5628139934887572,0.24359935329842738,0.17267450385186323,0.02091214936095211,0.7015419039260508
65,RANK,0.14806922995204894,0.7152032942528656,0.023411184873093526,0.1133162909219921,0.752403763143413
65,PERCENT,0.14806922995204894,0.7152032942528656,0.023411184873093526,0.1133162909219921,0.903651668696524
65,SAVE,0.14806922995204894,0.7152032942528656,0.023411184873093526,0.1133162909219921,0.7010494014866355
65,TWO_KEY,0.14806922995204894,0.7152032942528656,0.023411184873093526,0.1133162909219921,0.8140802337340033
66,RANK,0.35842987073318766,0.23057781826668375,0.2039408082942028,0.20705150270592593,0.7030487940573211
