season,week,celebrity_name,ballroom_partner,industry,country,age,placement,judge_total,fan_vote_share,judge_rank,fan_rank,n_contestants_week,judge_improvement,judge_volatility,season_competitiveness,pro_experience_seasons,pro_win_rate,pro_avg_placement,pro_current_form,pro_celebrity_chemistry,pro_concurrent_strength,age_z,age_sq,industry_physicality,celebrity_visibility,is_us_based,pre_show_popularity,interact_exp_physicality,interact_winrate_visibility,interact_week_age
1,3,Evander Holyfield,Edyta Sliwinska,Athlete,United States,42,5,13.0,0.1879974425393539,5.0,4.0,5.0,-0.27777776234567986,2.6457513110645907,4.234519317012717,0,0.0,6.0,15.0,0.2727272727272727,0.0,0.44421371748503113,0.19732582680187105,3,0.3333333333333333,1,-2.5,0,0.0,1.3326411524550934
1,1,Rachel Hunter,Jonathan Roberts,Model,New Zealand,35,4,20.0,0.197482134862076,2.0,1.0,6.0,0.0,0.0,4.234519317012717,0,0.0,6.0,20.0,0.2857142857142857,0.0,-0.09962495578562776,0.009925131815288285,2,0.25,0,-1.0,0,0.0,-0.09962495578562776
1,2,Rachel Hunter,Jonathan Roberts,Model,New Zealand,35,4,24.0,0.1615930312379582,2.0,5.0,6.0,0.1999999900000005,2.8284271247461903,4.234519317012717,0,0.0,6.0,22.0,0.2857142857142857,0.0,-0.09962495578562776,0.009925131815288285,2,0.25,0,-1.0,0,0.0,-0.19924991157125552
1,3,Rachel Hunter,Jonathan Roberts,Model,New Zealand,35,4,26.0,0.176024517486362,1.0,5.0,5.0,0.29999998500000075,3.0550504633038935,4.234519317012717,0,0.0,6.0,23.333333333333332,0.2857142857142857,0.0,-0.09962495578562776,0.009925131815288285,2,0.25,0,-1.0,0,0.0,-0.2988748673568833
1,4,Rachel Hunter,Jonathan Roberts,Model,New Zealand,35,4,25.0,0.2218297694595065,2.0,4.0,4.0,0.2499999875000006,1.0000000000000027,4.234519317012717,0,0.0,6.0,25.0,0.2857142857142857,0.0,-0.09962495578562776,0.009925131815288285,2,0.25,0,-1.0,0,0.0,-0.39849982314251103
1,1,Joey McIntyre,Ashly DelGrosso,Singer/Rapper,United States,32,3,20.0,0.1785781173639037,2.0,3.0,6.0,0.0,0.0,4.234519317012717,0,0.0,6.0,20.0,0.5,0.0,-0.3326986729016244,0.11068840695050207,2,0.2,1,1.0,0,0.0,-0.3326986729016244
1,2,Joey McIntyre,Ashly DelGrosso,Singer/Rapper,United States,32,3,21.0,0.1777361371359667,3.0,3.0,6.0,0.04999999750000012,0.7071067811865476,4.234519317012717,0,0.0,6.0,20.5,0.5,0.0,-0.3326986729016244,0.11068840695050207,2,0.2,1,1.0,0,0.0,-0.6653973458032488
1,3,Joey McIntyre,Ashly DelGrosso,Singer/Rapper,United States,32,3,22.0,0.189772267788046,3.0,3.0,5.0,0.09999999500000024,1.0,4.234519317012717,0,0.0,6.0,21.0,0.5,0.0,-0.3326986729016244,0.11068840695050207,2,0.2,1,1.0,0,0.0,-0.9980960187048733
1,4,Joey McIntyre,Ashly DelGrosso,Singer/Rapper,United States,32,3,20.0,0.2323927181135659,4.0,2.0,4.0,0.0,1.0,4.234519317012717,0,0.0,6.0,21.0,0.5,0.0,-0.3326986729016244,0.11068840695050207,2,0.2,1,1.0,0,0.0,-1.3307946916064977
1,5,Joey McIntyre,Ashly DelGrosso,Singer/Rapper,United States,32,3,22.5,0.2089531750823436,3.0,3.0,3.0,0.1249999937500003,1.3228756555322954,4.234519317012717,0,0.0,6.0,21.5,0.5,0.0,-0.3326986729016244,0.11068840695050207,2,0.2,1,1.0,0,0.0,-1.663493364508122
1,1,Trista Sutter,Louis van Amstel,TV Personality,United States,32,6,18.0,0.085655989941128,4.5,6.0,6.0,0.0,0.0,4.234519317012717,0,0.0,6.0,18.0,0.36363636363636365,0.0,-0.3326986729016244,0.11068840695050207,1,0.5,1,1.5,0,0.0,-0.3326986729016244
1,2,Trista Sutter,Louis van Amstel,TV Personality,United States,32,6,19.0,0.1215558387469524,4.0,6.0,6.0,0.055555552469135974,0.0,4.234519317012717,0,0.0,6.0,18.5,0.36363636363636365,0.0,-0.3326986729016244,0.11068840695050207,1,0.5,1,1.5,0,0.0,-0.6653973458032488
2,1,Tatum O'Neal,Nick Kosovich,Actor/Actress,United States,42,9,23.0,0.0968709132489071,2.5,7.0,10.0,0.0,0.0,4.791486976463797,0,0.0,6.0,23.0,1.0,0.1,0.44421371748503113,0.19732582680187105,2,0.05,1,4.5,0,0.0,0.44421371748503113
2,2,Tatum O'Neal,Nick Kosovich,Actor/Actress,United States,42,9,17.0,0.1021996963836869,8.0,8.0,9.0,-0.2608695538752368,0.0,4.791486976463797,0,0.0,6.0,20.0,1.0,0.1,0.44421371748503113,0.19732582680187105,2,0.05,1,4.5,0,0.0,0.8884274349700623
2,1,Tia Carrere,Maksim Chmerkoskiy,Actor/Actress,United States,39,6,20.0,0.1064650568523898,6.0,5.0,10.0,0.0,0.0,4.791486976463797,0,0.0,6.0,20.0,0.4117647058823529,0.1,0.21114000036903446,0.04458009975583587,2,0.05,1,-1.0,0,0.0,0.21114000036903446
2,2,Tia Carrere,Maksim Chmerkoskiy,Actor/Actress,United States,39,6,22.0,0.1104208456368519,5.5,5.0,9.0,0.09999999500000024,1.4142135623730951,4.791486976463797,0,0.0,6.0,21.0,0.4117647058823529,0.1,0.21114000036903446,0.04458009975583587,2,0.05,1,-1.0,0,0.0,0.42228000073806893
2,3,Tia Carrere,Maksim Chmerkoskiy,Actor/Actress,United States,39,6,26.0,0.1388436021908061,3.0,1.0,8.0,0.29999998500000075,3.055050463303893,4.791486976463797,0,0.0,6.0,22.666666666666668,0.4117647058823529,0.1,0.21114000036903446,0.04458009975583587,2,0.05,1,-1.0,0,0.0,0.6334200011071034
2,4,Tia Carrere,Maksim Chmerkoskiy,Actor/Actress,United States,39,6,25.0,0.1463432188844836,4.0,4.0,7.0,0.2499999875000006,2.0816659994661317,4.791486976463797,0,0.0,6.0,24.333333333333332,0.4117647058823529,0.1,0.21114000036903446,0.04458009975583587,2,0.05,1,-1.0,0,0.0,0.8445600014761379
2,5,Tia Carrere,Maksim Chmerkoskiy,Actor/Actress,United States,39,6,22.0,0.1413647692116924,6.0,5.0,6.0,0.09999999500000024,2.0816659994661317,4.791486976463797,0,0.0,6.0,24.333333333333332,0.4117647058823529,0.1,0.21114000036903446,0.04458009975583587,2,0.05,1,-1.0,0,0.0,1.0557000018451723
2,1,George Hamilton,Edyta Sliwinska,Actor/Actress,United States,66,5,18.0,0.1171557686393071,8.0,1.0,10.0,0.0,0.0,4.791486976463797,1,0.0,5.0,18.0,0.5454545454545454,0.1,2.3088034544130043,5.3305733911094215,2,0.05,1,-7.0,2,0.0,2.3088034544130043
2,2,George Hamilton,Edyta Sliwinska,Actor/Actress,United States,66,5,22.0,0.1275973462778941,5.5,1.0,9.0,0.2222222098765439,2.8284271247461903,4.791486976463797,1,0.0,5.0,20.0,0.5454545454545454,0.1,2.3088034544130043,5.3305733911094215,2,0.05,1,-7.0,2,0.0,4.6176069088260085
2,3,George Hamilton,Edyta Sliwinska,Actor/Actress,United States,66,5,22.0,0.1350576292807018,5.5,2.0,8.0,0.2222222098765439,2.309401076758503,4.791486976463797,1,0.0,5.0,20.666666666666668,0.5454545454545454,0.1,2.3088034544130043,5.3305733911094215,2,0.05,1,-7.0,2,0.0,6.926410363239013
2,4,George Hamilton,Edyta Sliwinska,Actor/Actress,United States,66,5,21.0,0.1294556590486466,6.0,6.0,7.0,0.1666666574074079,0.5773502691896232,4.791486976463797,1,0.0,5.0,21.666666666666668,0.5454545454545454,0.1,2.3088034544130043,5.3305733911094215,2,0.05,1,-7.0,2,0.0,9.235213817652017
2,5,George Hamilton,Edyta Sliwinska,Actor/Actress,United States,66,5,24.0,0.159774297454004,4.0,4.0,6.0,0.3333333148148158,1.5275252316519463,4.791486976463797,1,0.0,5.0,22.333333333333332,0.5454545454545454,0.1,2.3088034544130043,5.3305733911094215,2,0.05,1,-7.0,2,0.0,11.544017272065021
2,6,George Hamilton,Edyta Sliwinska,Actor/Actress,United States,66,5,23.0,0.1719184396780839,4.5,5.0,5.0,0.27777776234567986,1.5275252316519463,4.791486976463797,1,0.0,5.0,22.666666666666668,0.5454545454545454,0.1,2.3088034544130043,5.3305733911094215,2,0.05,1,-7.0,2,0.0,13.852820726478026
2,1,Lisa Rinna,Louis van Amstel,Actor/Actress,United States,42,4,19.0,0.1085572468653384,7.0,3.0,10.0,0.0,0.0,4.791486976463797,1,0.0,6.0,19.0,0.5454545454545454,0.1,0.44421371748503113,0.19732582680187105,2,0.05,1,-4.0,2,0.0,0.44421371748503113
2,2,Lisa Rinna,Louis van Amstel,Actor/Actress,United States,42,4,20.0,0.1225861490836568,7.0,2.0,9.0,0.05263157617728546,0.7071067811865476,4.791486976463797,1,0.0,6.0,19.5,0.5454545454545454,0.1,0.44421371748503113,0.19732582680187105,2,0.05,1,-4.0,2,0.0,0.8884274349700623
2,3,Lisa Rinna,Louis van Amstel,Actor/Actress,United States,42,4,25.0,0.1212388826114756,4.0,6.0,8.0,0.31578945706371275,3.214550253664319,4.791486976463797,1,0.0,6.0,21.333333333333332,0.5454545454545454,0.1,0.44421371748503113,0.19732582680187105,2,0.05,1,-4.0,2,0.0,1.3326411524550934
2,4,Lisa Rinna,Louis van Amstel,Actor/Actress,United States,42,4,26.0,0.1377123540585594,2.5,5.0,7.0,0.36842103324099823,3.214550253664319,4.791486976463797,1,0.0,6.0,23.666666666666668,0.5454545454545454,0.1,0.44421371748503113,0.19732582680187105,2,0.05,1,-4.0,2,0.0,1.7768548699401245
2,5,Lisa Rinna,Louis van Amstel,Actor/Actress,United States,42,4,25.0,0.1334096825711814,3.0,6.0,6.0,0.31578945706371275,0.5773502691896255,4.791486976463797,1,0.0,6.0,25.333333333333332,0.5454545454545454,0.1,0.44421371748503113,0.19732582680187105,2,0.05,1,-4.0,2,0.0,2.2210685874251554
2,6,Lisa Rinna,Louis van Amstel,Actor/Actress,United States,42,4,27.0,0.1840856296594638,3.0,4.0,5.0,0.4210526094182837,1.0,4.791486976463797,1,0.0,6.0,26.0,0.5454545454545454,0.1,0.44421371748503113,0.19732582680187105,2,0.05,1,-4.0,2,0.0,2.665282304910187
2,7,Lisa Rinna,Louis van Amstel,Actor/Actress,United States,42,4,26.5,0.1816316386979565,3.0,4.0,4.0,0.39473682132964094,1.0408329997330663,4.791486976463797,1,0.0,6.0,26.166666666666668,0.5454545454545454,0.1,0.44421371748503113,0.19732582680187105,2,0.05,1,-4.0,2,0.0,3.109496022395218
2,1,Stacy Keibler,Tony Dovolani,Athlete,United States,26,3,22.0,0.1128752021792017,4.0,2.0,10.0,0.0,0.0,4.791486976463797,0,0.0,6.0,22.0,0.09523809523809523,0.1,-0.7988461071336178,0.6381551028825356,3,0.0625,1,-2.0,0,0.0,-0.7988461071336178
2,2,Stacy Keibler,Tony Dovolani,Athlete,United States,26,3,29.0,0.1046016536921627,1.0,7.0,9.0,0.3181818037190089,4.949747468305833,4.791486976463797,0,0.0,6.0,25.5,0.09523809523809523,0.1,-0.7988461071336178,0.6381551028825356,3,0.0625,1,-2.0,0,0.0,-1.5976922142672356
2,3,Stacy Keibler,Tony Dovolani,Athlete,United States,26,3,27.0,0.1314512817494526,1.5,3.0,8.0,0.2272727169421492,3.605551275463989,4.791486976463797,0,0.0,6.0,26.0,0.09523809523809523,0.1,-0.7988461071336178,0.6381551028825356,3,0.0625,1,-2.0,0,0.0,-2.3965383214008535
2,4,Stacy Keibler,Tony Dovolani,Athlete,United States,26,3,26.0,0.165624345663954,2.5,1.0,7.0,0.18181817355371938,1.5275252316519463,4.791486976463797,0,0.0,6.0,27.333333333333332,0.09523809523809523,0.1,-0.7988461071336178,0.6381551028825356,3,0.0625,1,-2.0,0,0.0,-3.1953844285344712
2,5,Stacy Keibler,Tony Dovolani,Athlete,United States,26,3,30.0,0.1911003228718211,1.0,1.0,6.0,0.36363634710743875,2.0816659994661317,4.791486976463797,0,0.0,6.0,27.666666666666668,0.09523809523809523,0.1,-0.7988461071336178,0.6381551028825356,3,0.0625,1,-2.0,0,0.0,-3.994230535668089
2,6,Stacy Keibler,Tony Dovolani,Athlete,United States,26,3,30.0,0.2042143809513687,1.5,3.0,5.0,0.36363634710743875,2.3094010767585016,4.791486976463797,0,0.0,6.0,28.666666666666668,0.09523809523809523,0.1,-0.7988461071336178,0.6381551028825356,3,0.0625,1,-2.0,0,0.0,-4.793076642801707
2,7,Stacy Keibler,Tony Dovolani,Athlete,United States,26,3,27.5,0.2354050047245515,1.5,3.0,4.0,0.24999998863636413,1.4433756729740619,4.791486976463797,0,0.0,6.0,29.166666666666668,0.09523809523809523,0.1,-0.7988461071336178,0.6381551028825356,3,0.0625,1,-2.0,0,0.0,-5.591922749935325
2,8,Stacy Keibler,Tony Dovolani,Athlete,United States,26,3,28.6665,0.2695318962920973,2.0,3.0,3.0,0.30302271349896753,1.2509292879029281,4.791486976463797,0,0.0,6.0,28.722166666666666,0.09523809523809523,0.1,-0.7988461071336178,0.6381551028825356,3,0.0625,1,-2.0,0,0.0,-6.3907688570689425
2,1,Jerry Rice,Anna Trebunskaya,Athlete,United States,43,2,21.0,0.0902215801854475,5.0,9.0,10.0,0.0,0.0,4.791486976463797,0,0.0,6.0,21.0,0.45454545454545453,0.1,0.5219049565236967,0.27238478364400176,3,0.0625,1,4.0,0,0.0,0.5219049565236967
2,2,Jerry Rice,Anna Trebunskaya,Athlete,United States,43,2,23.0,0.0945006103072191,4.0,9.0,9.0,0.09523809070294806,1.4142135623730951,4.791486976463797,0,0.0,6.0,22.0,0.45454545454545453,0.1,0.5219049565236967,0.27238478364400176,3,0.0625,1,4.0,0,0.0,1.0438099130473935
2,3,Jerry Rice,Anna Trebunskaya,Athlete,United States,43,2,19.0,0.1245005036202955,7.0,5.0,8.0,-0.09523809070294806,2.0,4.791486976463797,0,0.0,6.0,21.0,0.45454545454545453,0.1,0.5219049565236967,0.27238478364400176,3,0.0625,1,4.0,0,0.0,1.56571486957109
2,4,Jerry Rice,Anna Trebunskaya,Athlete,United States,43,2,24.0,0.1523881874297833,5.0,3.0,7.0,0.14285713605442207,2.6457513110645907,4.791486976463797,0,0.0,6.0,22.0,0.45454545454545453,0.1,0.5219049565236967,0.27238478364400176,3,0.0625,1,4.0,0,0.0,2.087619826094787
2,5,Jerry Rice,Anna Trebunskaya,Athlete,United States,43,2,23.0,0.1858304999754107,5.0,3.0,6.0,0.09523809070294806,2.6457513110645907,4.791486976463797,0,0.0,6.0,22.0,0.45454545454545453,0.1,0.5219049565236967,0.27238478364400176,3,0.0625,1,4.0,0,0.0,2.6095247826184838
2,6,Jerry Rice,Anna Trebunskaya,Athlete,United States,43,2,23.0,0.2309460600428269,4.5,1.0,5.0,0.09523809070294806,0.5773502691896255,4.791486976463797,0,0.0,6.0,23.333333333333332,0.45454545454545453,0.1,0.5219049565236967,0.27238478364400176,3,0.0625,1,4.0,0,0.0,3.13142973914218
2,7,Jerry Rice,Anna Trebunskaya,Athlete,United States,43,2,20.5,0.294772811606988,4.0,1.0,4.0,-0.023809522675737015,1.4433756729740645,4.791486976463797,0,0.0,6.0,22.166666666666668,0.45454545454545453,0.1,0.5219049565236967,0.27238478364400176,3,0.0625,1,4.0,0,0.0,3.653334695665877
2,8,Jerry Rice,Anna Trebunskaya,Athlete,United States,43,2,26.666600000000003,0.3601291079619387,3.0,2.0,3.0,0.26983808238866286,3.101636963497395,4.791486976463797,0,0.0,6.0,23.38886666666667,0.45454545454545453,0.1,0.5219049565236967,0.27238478364400176,3,0.0625,1,4.0,0,0.0,4.175239652189574
2,1,Giselle Fernandez,Jonathan Roberts,News Anchor,Mexico,44,8,23.0,0.0902807614521495,2.5,8.0,10.0,0.0,0.0,4.791486976463797,1,0.0,4.0,23.0,0.14285714285714285,0.1,0.5995961955623622,0.3595155977328585,1,0.3333333333333333,0,5.5,1,0.0,0.5995961955623622
2,2,Giselle Fernandez,Jonathan Roberts,News Anchor,Mexico,44,8,24.0,0.1132053955241547,3.0,4.0,9.0,0.04347825897920613,0.7071067811865476,4.791486976463797,1,0.0,4.0,23.5,0.14285714285714285,0.1,0.5995961955623622,0.3595155977328585,1,0.3333333333333333,0,5.5,1,0.0,1.1991923911247244
2,3,Giselle Fernandez,Jonathan Roberts,News Anchor,Mexico,44,8,22.0,0.105511174492761,5.5,8.0,8.0,-0.04347825897920613,1.0,4.791486976463797,1,0.0,4.0,23.0,0.14285714285714285,0.1,0.5995961955623622,0.3595155977328585,1,0.3333333333333333,0,5.5,1,0.0,1.7987885866870865
2,1,Master P,Ashly DelGrosso,Singer/Rapper,United States,35,7,12.0,0.107168362685151,10.0,4.0,10.0,0.0,0.0,4.791486976463797,1,1.0,3.0,12.0,0.5,0.1,-0.09962495578562776,0.009925131815288285,2,0.08333333333333333,1,-6.0,2,0.08333333333333333,-0.09962495578562776
2,2,Master P,Ashly DelGrosso,Singer/Rapper,United States,35,7,16.0,0.1170792238950687,9.0,3.0,9.0,0.3333333055555579,2.8284271247461903,4.791486976463797,1,1.0,3.0,14.0,0.5,0.1,-0.09962495578562776,0.009925131815288285,2,0.08333333333333333,1,-6.0,2,0.08333333333333333,-0.19924991157125552
2,3,Master P,Ashly DelGrosso,Singer/Rapper,United States,35,7,14.0,0.1256573176827974,8.0,4.0,8.0,0.16666665277777895,2.0,4.791486976463797,1,1.0,3.0,14.0,0.5,0.1,-0.09962495578562776,0.009925131815288285,2,0.08333333333333333,1,-6.0,2,0.08333333333333333,-0.2988748673568833
2,4,Master P,Ashly DelGrosso,Singer/Rapper,United States,35,7,8.0,0.1145866991359566,7.0,7.0,7.0,-0.3333333055555579,4.163331998932265,4.791486976463797,1,1.0,3.0,12.666666666666666,0.5,0.1,-0.09962495578562776,0.009925131815288285,2,0.08333333333333333,1,-6.0,2,0.08333333333333333,-0.39849982314251103
2,1,Drew Lachey,Cheryl Burke,Singer/Rapper,United States,29,1,24.0,0.0981691754302932,1.0,6.0,10.0,0.0,0.0,4.791486976463797,0,0.0,6.0,24.0,0.12,0.1,-0.5657723900176211,0.3200983973062512,2,0.08333333333333333,1,5.0,0,0.0,-0.5657723900176211
2,2,Drew Lachey,Cheryl Burke,Singer/Rapper,United States,29,1,27.0,0.1078090791993046,2.0,6.0,9.0,0.12499999479166687,2.1213203435596424,4.791486976463797,0,0.0,6.0,25.5,0.12,0.1,-0.5657723900176211,0.3200983973062512,2,0.08333333333333333,1,5.0,0,0.0,-1.1315447800352423
2,3,Drew Lachey,Cheryl Burke,Singer/Rapper,United States,29,1,27.0,0.1177396083717098,1.5,7.0,8.0,0.12499999479166687,1.7320508075688772,4.791486976463797,0,0.0,6.0,26.0,0.12,0.1,-0.5657723900176211,0.3200983973062512,2,0.08333333333333333,1,5.0,0,0.0,-1.6973171700528633
2,4,Drew Lachey,Cheryl Burke,Singer/Rapper,United States,29,1,28.0,0.1538895357786162,1.0,2.0,7.0,0.1666666597222225,0.5773502691896263,4.791486976463797,0,0.0,6.0,27.333333333333332,0.12,0.1,-0.5657723900176211,0.3200983973062512,2,0.08333333333333333,1,5.0,0,0.0,-2.2630895600704846
2,5,Drew Lachey,Cheryl Burke,Singer/Rapper,United States,29,1,27.0,0.1885204279158903,2.0,2.0,6.0,0.12499999479166687,0.5773502691896263,4.791486976463797,0,0.0,6.0,27.333333333333332,0.12,0.1,-0.5657723900176211,0.3200983973062512,2,0.08333333333333333,1,5.0,0,0.0,-2.828861950088106
2,6,Drew Lachey,Cheryl Burke,Singer/Rapper,United States,29,1,30.0,0.2088354896682565,1.5,2.0,5.0,0.24999998958333375,1.5275252316519474,4.791486976463797,0,0.0,6.0,28.333333333333332,0.12,0.1,-0.5657723900176211,0.3200983973062512,2,0.08333333333333333,1,5.0,0,0.0,-3.3946343401057266
2,7,Drew Lachey,Cheryl Burke,Singer/Rapper,United States,29,1,27.5,0.2881905449705039,1.5,2.0,4.0,0.1458333272569447,1.6072751268321601,4.791486976463797,0,0.0,6.0,28.166666666666668,0.12,0.1,-0.5657723900176211,0.3200983973062512,2,0.08333333333333333,1,5.0,0,0.0,-3.960406730123348
2,8,Drew Lachey,Cheryl Burke,Singer/Rapper,United States,29,1,28.9998,0.3703389957459638,1.0,1.0,3.0,0.20832499131979204,1.2582924991166942,4.791486976463797,0,0.0,6.0,28.833266666666663,0.12,0.1,-0.5657723900176211,0.3200983973062512,2,0.08333333333333333,1,5.0,0,0.0,-4.526179120140969
2,1,Kenny Mayne,Andrea Hale,Sports Broadcaster,United States,46,10,13.0,0.0722359324618143,9.0,10.0,10.0,0.0,0.0,4.791486976463797,0,0.0,6.0,0.0,1.0,0.1,0.7549786736396934,0.5699927976507507,2,1.0,1,1.0,0,0.0,0.7549786736396934
3,1,Harry Hamlin,Ashly DelGrosso,Actor/Actress,United States,54,9,17.0,0.1257125001017,8.0,1.0,11.0,0.0,0.0,3.987914682418122,2,0.5,5.0,17.0,0.25,0.22727272727272727,1.3765085859490178,1.8947758871913645,2,0.029411764705882353,1,-7.0,4,0.014705882352941176,1.3765085859490178
3,2,Harry Hamlin,Ashly DelGrosso,Actor/Actress,United States,54,9,21.0,0.1098377351498215,8.0,4.0,10.0,0.23529410380622917,2.8284271247461903,3.987914682418122,2,0.5,5.0,19.0,0.25,0.22727272727272727,1.3765085859490178,1.8947758871913645,2,0.029411764705882353,1,-7.0,4,0.014705882352941176,2.7530171718980356
3,3,Harry Hamlin,Ashly DelGrosso,Actor/Actress,United States,54,9,22.0,0.093246130002762,5.5,9.0,9.0,0.2941176297577865,2.6457513110645907,3.987914682418122,2,0.5,5.0,20.0,0.25,0.22727272727272727,1.3765085859490178,1.8947758871913645,2,0.029411764705882353,1,-7.0,4,0.014705882352941176,4.129525757847054
3,1,Vivica A. Fox,Nick Kosovich,Actor/Actress,United States,42,8,22.0,0.0934270469280909,3.5,6.0,11.0,0.0,0.0,3.987914682418122,1,0.0,9.0,22.0,1.0,0.22727272727272727,0.44421371748503113,0.19732582680187105,2,0.029411764705882353,1,2.5,2,0.0,0.44421371748503113
3,2,Vivica A. Fox,Nick Kosovich,Actor/Actress,United States,42,8,24.0,0.1057067310834462,3.5,6.0,10.0,0.09090908677685969,1.4142135623730951,3.987914682418122,1,0.0,9.0,23.0,1.0,0.22727272727272727,0.44421371748503113,0.19732582680187105,2,0.029411764705882353,1,2.5,2,0.0,0.8884274349700623
3,3,Vivica A. Fox,Nick Kosovich,Actor/Actress,United States,42,8,27.0,0.1027226352737227,1.5,7.0,9.0,0.2272727169421492,2.5166114784235836,3.987914682418122,1,0.0,9.0,24.333333333333332,1.0,0.22727272727272727,0.44421371748503113,0.19732582680187105,2,0.029411764705882353,1,2.5,2,0.0,1.3326411524550934
