season,week,celebrity_name,fan_vote_share,method
4,7,Ian Ziering,0.1769999190727357,percent
4,7,Laila Ali,0.19548679132462116,percent
4,7,Apolo Anton Ohno,0.1840656527653933,percent
4,7,Billy Ray Cyrus,0.1559493226912699,percent
4,7,Joey Fatone,0.15429762885742485,percent
4,8,Ian Ziering,0.19498458923052978,percent
4,8,Laila Ali,0.196342725608626,percent
4,8,Apolo Anton Ohno,0.22144360504378555,percent
4,8,Billy Ray Cyrus,0.18176991604939316,percent
4,8,Joey Fatone,0.20545916406766554,percent
4,9,Ian Ziering,0.19097703577380118,percent
4,9,Laila Ali,0.2469795252903808,percent
4,9,Apolo Anton Ohno,0.2789199971105045,percent
4,9,Joey Fatone,0.28312344182531346,percent
4,10,Laila Ali,0.3020015701280857,percent
4,10,Apolo Anton Ohno,0.33576397864973756,percent
4,10,Joey Fatone,0.3622344512221766,percent
5,1,Cameron Mathison,0.09976032903792494,percent
5,1,Jane Seymour,0.09705112383435273,percent
5,1,Sabrina Bryan,0.07615252685233607,percent
5,1,Jennie Garth,0.1237938392936368,percent
5,1,Floyd Mayweather Jr. ,0.0672928763573551,percent
5,1,Josie Maran,0.05752275653040288,percent
5,1,Albert Reed,0.06864211533454558,percent
5,1,Helio Castroneves,0.10413340618527668,percent
5,1,Mel B,0.058184961598513586,percent
5,1,Wayne Newton,0.08914991207249794,percent
5,1,Marie Osmond,0.07046094746645605,percent
5,1,Mark Cuban,0.08785520543670172,percent
5,2,Cameron Mathison,0.09151400838791232,percent
5,2,Jane Seymour,0.1142894215091612,percent
5,2,Sabrina Bryan,0.08814754901014614,percent
5,2,Jennie Garth,0.11063449350091381,percent
5,2,Floyd Mayweather Jr. ,0.07719408258877593,percent
5,2,Albert Reed,0.05475171217317743,percent
5,2,Helio Castroneves,0.08993263933432646,percent
5,2,Mel B,0.10178495342200437,percent
5,2,Wayne Newton,0.09452513297881561,percent
5,2,Marie Osmond,0.07410330850645497,percent
5,2,Mark Cuban,0.10312269858831186,percent
5,3,Cameron Mathison,0.08776556297952366,percent
5,3,Jane Seymour,0.11989832361484842,percent
5,3,Sabrina Bryan,0.10627918526320568,percent
5,3,Jennie Garth,0.09773161594064568,percent
5,3,Floyd Mayweather Jr. ,0.1098168586663136,percent
5,3,Helio Castroneves,0.10613633226735382,percent
5,3,Mel B,0.09449852727002891,percent
5,3,Wayne Newton,0.08399459633385986,percent
5,3,Marie Osmond,0.08830181649015138,percent
5,3,Mark Cuban,0.10557718117406886,percent
5,4,Cameron Mathison,0.1085010757874163,percent
5,4,Jane Seymour,0.11960175556487813,percent
5,4,Sabrina Bryan,0.11157500060544291,percent
5,4,Jennie Garth,0.11176104623104845,percent
5,4,Floyd Mayweather Jr. ,0.09424480275829583,percent
5,4,Helio Castroneves,0.10204628090350062,percent
5,4,Mel B,0.11867978887360324,percent
5,4,Marie Osmond,0.11847175815406973,percent
5,4,Mark Cuban,0.11511849112174488,percent
5,5,Cameron Mathison,0.12436614306516232,percent
5,5,Jane Seymour,0.10792544003433313,percent
5,5,Sabrina Bryan,0.11077719742245908,percent
5,5,Jennie Garth,0.13666401520263186,percent
5,5,Helio Castroneves,0.14281353674491987,percent
5,5,Mel B,0.14616564194328763,percent
5,5,Marie Osmond,0.14600977951281827,percent
5,5,Mark Cuban,0.08527824607438791,percent
5,6,Cameron Mathison,0.1253429763143504,percent
5,6,Jane Seymour,0.13073151998297292,percent
5,6,Sabrina Bryan,0.10313923780576918,percent
5,6,Jennie Garth,0.155359809969359,percent
5,6,Helio Castroneves,0.16141671202768418,percent
5,6,Mel B,0.1817516552604664,percent
5,6,Marie Osmond,0.14225808863939793,percent
5,7,Cameron Mathison,0.13782055721897615,percent
5,7,Jane Seymour,0.13508177094637272,percent
5,7,Jennie Garth,0.17261304903129232,percent
5,7,Helio Castroneves,0.18681390455079458,percent
5,7,Mel B,0.1776008577076574,percent
5,7,Marie Osmond,0.19006986054490688,percent
5,8,Cameron Mathison,0.1410500048237123,percent
5,8,Jennie Garth,0.1923736349229248,percent
5,8,Helio Castroneves,0.22790793553042527,percent
5,8,Mel B,0.2055785359289172,percent
5,8,Marie Osmond,0.23308988879402048,percent
5,9,Jennie Garth,0.1822567166641069,percent
5,9,Helio Castroneves,0.28264041585182254,percent
5,9,Mel B,0.24458541295733877,percent
5,9,Marie Osmond,0.29051745452673183,percent
5,10,Helio Castroneves,0.3399312494283334,percent
5,10,Mel B,0.2961600905159091,percent
5,10,Marie Osmond,0.36390866005575756,percent
6,1,Cristian de la Fuente,0.01548335423723542,percent
6,1,Steve Guttenberg,0.20498024250993516,percent
6,1,Priscilla Presley,0.08930098549650341,percent
6,1,Marlee Matlin,0.1487211543570618,percent
6,1,Shannon Elizabeth,0.05311766908805443,percent
6,1,Marissa Jaret Winokur,0.11352872217687572,percent
6,1,Jason Taylor,0.0005524088894244753,percent
6,1,Kristi Yamaguchi,0.09812492890638602,percent
6,1,Monica Seles,0.04524430294408187,percent
6,1,Penn Jillette,0.12859093431373225,percent
6,1,Adam Carolla,0.040728156910663796,percent
6,1,Mario,0.061627140170045724,percent
6,2,Cristian de la Fuente,0.01490730675551102,percent
6,2,Steve Guttenberg,0.09737310784809772,percent
6,2,Priscilla Presley,0.20367467067245734,percent
6,2,Marlee Matlin,0.03919482608615458,percent
6,2,Shannon Elizabeth,0.163006396753965,percent
6,2,Marissa Jaret Winokur,0.12135617785473245,percent
6,2,Jason Taylor,0.04249998916645493,percent
6,2,Kristi Yamaguchi,0.14697347739834377,percent
6,2,Monica Seles,0.032084437162467554,percent
6,2,Penn Jillette,0.02429803234975828,percent
6,2,Adam Carolla,0.05659552904679675,percent
6,2,Mario,0.058036048905260665,percent
6,3,Cristian de la Fuente,0.08374139614209165,percent
6,3,Steve Guttenberg,0.09198988411140667,percent
6,3,Priscilla Presley,0.08959377732153506,percent
6,3,Marlee Matlin,0.10399173146299545,percent
6,3,Shannon Elizabeth,0.0862096202186353,percent
6,3,Marissa Jaret Winokur,0.12250924655572173,percent
6,3,Jason Taylor,0.11470560518947455,percent
6,3,Kristi Yamaguchi,0.10239300664548769,percent
6,3,Adam Carolla,0.09216657208032153,percent
6,3,Mario,0.11269916027233044,percent
6,4,Cristian de la Fuente,0.10797677114423522,percent
6,4,Priscilla Presley,0.13791209605800395,percent
6,4,Marlee Matlin,0.1120597803952238,percent
6,4,Shannon Elizabeth,0.1287514519258245,percent
6,4,Marissa Jaret Winokur,0.11307109007171633,percent
6,4,Jason Taylor,0.09401638704586297,percent
6,4,Kristi Yamaguchi,0.10170796171793603,percent
6,4,Adam Carolla,0.09731868451791724,percent
6,4,Mario,0.10718577712328,percent
6,5,Cristian de la Fuente,0.11926650131161497,percent
6,5,Priscilla Presley,0.12259093644365561,percent
6,5,Marlee Matlin,0.1321823386206296,percent
6,5,Shannon Elizabeth,0.13459812637301385,percent
6,5,Marissa Jaret Winokur,0.12739232826242544,percent
6,5,Jason Taylor,0.12484327656592208,percent
6,5,Kristi Yamaguchi,0.1123904132372919,percent
6,5,Mario,0.1267360791854467,percent
6,6,Cristian de la Fuente,0.14863924820375987,percent
6,6,Marlee Matlin,0.12643617250091047,percent
6,6,Shannon Elizabeth,0.1483424325297378,percent
6,6,Marissa Jaret Winokur,0.15804661661686303,percent
6,6,Jason Taylor,0.1303487432139242,percent
6,6,Kristi Yamaguchi,0.15078293798900777,percent
6,6,Mario,0.1374038489457969,percent
6,7,Cristian de la Fuente,0.17184756993077296,percent
6,7,Shannon Elizabeth,0.1337834487248872,percent
6,7,Marissa Jaret Winokur,0.16524990171329956,percent
6,7,Jason Taylor,0.17887327448582419,percent
6,7,Kristi Yamaguchi,0.17905528782184585,percent
6,7,Mario,0.17119051732337023,percent
6,8,Cristian de la Fuente,0.19259162601703522,percent
6,8,Marissa Jaret Winokur,0.18963230997249855,percent
6,8,Jason Taylor,0.22252099444482948,percent
6,8,Kristi Yamaguchi,0.24360750632449318,percent
6,8,Mario,0.15164756324114365,percent
6,9,Cristian de la Fuente,0.2120161401735677,percent
6,9,Marissa Jaret Winokur,0.2052901218228094,percent
6,9,Jason Taylor,0.28639372200223795,percent
6,9,Kristi Yamaguchi,0.296300016001385,percent
6,10,Cristian de la Fuente,0.2584939753655467,percent
6,10,Jason Taylor,0.37306864769016285,percent
6,10,Kristi Yamaguchi,0.36843737694429046,percent
7,1,Ted McGinley,0.02245966398997042,percent
7,1,Cloris Leachman,0.05517582267162493,percent
7,1,Susan Lucci,0.03275274519594359,percent
7,1,Cody Linley,0.027557159252325675,percent
7,1,Misty May-Treanor,0.16350010324196484,percent
7,1,Maurice Greene,0.2044633159795458,percent
7,1,Warren Sapp,0.0565393160200713,percent
7,1,Jeffrey Ross,0.04824818112811376,percent
7,1,Toni Braxton,0.07318421918904036,percent
7,1,Lance Bass,0.10221177392976818,percent
7,1,Kim Kardashian,0.07835518673185295,percent
7,1,Rocco DiSpirito,0.03597425897820601,percent
7,1,Brooke Burke,0.09957825369157214,percent
7,2,Cloris Leachman,0.09413994688155942,percent
7,2,Susan Lucci,0.1064238508658409,percent
7,2,Cody Linley,0.08538348790858705,percent
7,2,Misty May-Treanor,0.06329048644911073,percent
7,2,Maurice Greene,0.10355795663866967,percent
7,2,Warren Sapp,0.06947429434865915,percent
7,2,Toni Braxton,0.10700405958387049,percent
7,2,Lance Bass,0.09507303872978658,percent
7,2,Kim Kardashian,0.06635280520568027,percent
7,2,Rocco DiSpirito,0.10162703585590395,percent
7,2,Brooke Burke,0.10767303753233186,percent
7,3,Cloris Leachman,0.11619053690291077,percent
7,3,Susan Lucci,0.13964704080041365,percent
7,3,Cody Linley,0.05184410764232278,percent
7,3,Maurice Greene,0.12011369912571099,percent
7,3,Warren Sapp,0.04220789810426591,percent
7,3,Toni Braxton,0.1638692019456364,percent
7,3,Lance Bass,0.06699738485359968,percent
7,3,Rocco DiSpirito,0.09506309840628085,percent
7,3,Brooke Burke,0.2040670322188591,percent
7,4,Cloris Leachman,0.10294550744717981,percent
7,4,Susan Lucci,0.12217296774046076,percent
7,4,Cody Linley,0.07179326198026605,percent
7,4,Maurice Greene,0.13760402931575458,percent
7,4,Warren Sapp,0.07989473845189748,percent
7,4,Toni Braxton,0.11618494897537318,percent
7,4,Lance Bass,0.12642930571052496,percent
7,4,Rocco DiSpirito,0.08215152348819814,percent
7,4,Brooke Burke,0.16082371689034508,percent
7,5,Cloris Leachman,0.12377083954761302,percent
7,5,Susan Lucci,0.1378916974578622,percent
7,5,Cody Linley,0.1038453179847571,percent
7,5,Maurice Greene,0.13770848616390716,percent
7,5,Warren Sapp,0.11054913544498605,percent
7,5,Toni Braxton,0.0945830224180561,percent
7,5,Lance Bass,0.13645276662930678,percent
7,5,Brooke Burke,0.15519873435351156,percent
7,6,Cloris Leachman,0.12650557542806168,percent
7,6,Susan Lucci,0.1393394444984684,percent
7,6,Cody Linley,0.13065324727281727,percent
7,6,Maurice Greene,0.15252946996056835,percent
7,6,Warren Sapp,0.1533320558653868,percent
7,6,Lance Bass,0.14050989198211952,percent
7,6,Brooke Burke,0.157130314992578,percent
7,7,Susan Lucci,0.1490952662857024,percent
7,7,Cody Linley,0.16745281313126872,percent
7,7,Maurice Greene,0.16394706218660068,percent
7,7,Warren Sapp,0.17189929543006607,percent
7,7,Lance Bass,0.15253398648126668,percent
7,7,Brooke Burke,0.1950715764850953,percent
7,8,Cody Linley,0.1819978112581106,percent
7,8,Maurice Greene,0.1616426410646605,percent
7,8,Warren Sapp,0.21849232573830846,percent
7,8,Lance Bass,0.2018677479519624,percent
7,8,Brooke Burke,0.23599947398695803,percent
7,9,Cody Linley,0.20037390431205215,percent
7,9,Warren Sapp,0.2683742334934981,percent
7,9,Lance Bass,0.2564321001680544,percent
7,9,Brooke Burke,0.2748197620263954,percent
7,10,Warren Sapp,0.3549075437623724,percent
7,10,Lance Bass,0.30667304627241887,percent
7,10,Brooke Burke,0.3384194099652088,percent
8,1,Gilles Marini,0.03253673782320277,percent
8,1,Denise Richards,0.037022581399746964,percent
8,1,David Alan Grier,0.07443186461896466,percent
8,1,Lawrence Taylor,0.1300092757574124,percent
8,1,Ty Murray,0.026192763287005053,percent
8,1,Shawn Johnson,0.08317213428655962,percent
8,1,Steve Wozniak,0.1554147573253625,percent
8,1,Belinda Carlisle,0.060546576506887294,percent
8,1,Chuck Wicks,0.10008363181400301,percent
8,1,Lil' Kim,0.12184646449159904,percent
8,1,Steve-O,0.02058998313690926,percent
8,1,Holly Madison,0.048709551049076774,percent
8,1,Melissa Rycroft,0.10944367850327076,percent
8,2,Gilles Marini,0.0669206605619803,percent
8,2,Denise Richards,0.05698197934310258,percent
8,2,David Alan Grier,0.08619703578858771,percent
8,2,Lawrence Taylor,0.09398570912914657,percent
8,2,Ty Murray,0.0640509810277979,percent
8,2,Shawn Johnson,0.07491219360358807,percent
8,2,Steve Wozniak,0.1043416646651418,percent
8,2,Belinda Carlisle,0.06180787069764186,percent
8,2,Chuck Wicks,0.08055793276968987,percent
8,2,Lil' Kim,0.07335061909921176,percent
8,2,Steve-O,0.08143710985927202,percent
8,2,Holly Madison,0.06624083486958297,percent
8,2,Melissa Rycroft,0.08921540858525649,percent
8,3,Gilles Marini,0.08688576178823539,percent
8,3,Denise Richards,0.06128866963065142,percent
8,3,David Alan Grier,0.08435180953381596,percent
8,3,Lawrence Taylor,0.07393138759865665,percent
8,3,Ty Murray,0.07023748693299124,percent
8,3,Shawn Johnson,0.08234642757865103,percent
8,3,Steve Wozniak,0.12033536585228265,percent
8,3,Chuck Wicks,0.09549766934197146,percent
8,3,Lil' Kim,0.08472295282966939,percent
8,3,Steve-O,0.06550560263604278,percent
8,3,Holly Madison,0.0831835143417783,percent
8,3,Melissa Rycroft,0.09171335193525365,percent
8,4,Gilles Marini,0.09090909090909091,percent
8,4,David Alan Grier,0.09090909090909091,percent
8,4,Lawrence Taylor,0.09090909090909091,percent
8,4,Ty Murray,0.09090909090909091,percent
8,4,Shawn Johnson,0.09090909090909091,percent
8,4,Steve Wozniak,0.09090909090909091,percent
8,4,Chuck Wicks,0.09090909090909091,percent
8,4,Lil' Kim,0.09090909090909091,percent
8,4,Steve-O,0.09090909090909091,percent
8,4,Holly Madison,0.09090909090909091,percent
8,4,Melissa Rycroft,0.09090909090909091,percent
8,5,Gilles Marini,0.13891417955634877,percent
8,5,David Alan Grier,0.08018109755468023,percent
8,5,Lawrence Taylor,0.11443131421002815,percent
8,5,Ty Murray,0.12846785101185887,percent
8,5,Shawn Johnson,0.10667757206441929,percent
8,5,Chuck Wicks,0.10828937827888503,percent
8,5,Lil' Kim,0.10985466413389279,percent
8,5,Steve-O,0.1052660055651727,percent
8,5,Melissa Rycroft,0.1079179376247143,percent
8,6,Gilles Marini,0.14882440209569284,percent
8,6,Lawrence Taylor,0.11276962213872767,percent
8,6,Ty Murray,0.11333155524287264,percent
8,6,Shawn Johnson,0.14404156748286598,percent
8,6,Chuck Wicks,0.10575737955211952,percent
8,6,Lil' Kim,0.12800680326931613,percent
8,6,Steve-O,0.10144010825070843,percent
8,6,Melissa Rycroft,0.14582856196769678,percent
8,7,Gilles Marini,0.17389700143656997,percent
8,7,Lawrence Taylor,0.11255581012579646,percent
8,7,Ty Murray,0.10074764793354685,percent
8,7,Shawn Johnson,0.16669136505424523,percent
8,7,Chuck Wicks,0.11620888078640972,percent
8,7,Lil' Kim,0.1564951617437773,percent
8,7,Melissa Rycroft,0.17340413291965456,percent
8,8,Gilles Marini,0.17355189049080894,percent
8,8,Ty Murray,0.15152888393039052,percent
8,8,Shawn Johnson,0.19246556792969133,percent
8,8,Chuck Wicks,0.1218501941526238,percent
8,8,Lil' Kim,0.1371391809851315,percent
8,8,Melissa Rycroft,0.223464282511354,percent
8,9,Gilles Marini,0.21310609644803438,percent
8,9,Ty Murray,0.17333325145715445,percent
8,9,Shawn Johnson,0.2234002014932021,percent
8,9,Lil' Kim,0.14200667771178158,percent
8,9,Melissa Rycroft,0.24815377288982743,percent
8,10,Gilles Marini,0.25019255755979053,percent
8,10,Ty Murray,0.18037354566916355,percent
8,10,Shawn Johnson,0.28651769723411463,percent
8,10,Melissa Rycroft,0.2829161995369313,percent
8,11,Gilles Marini,0.3230989125804474,percent
8,11,Shawn Johnson,0.3512608237835035,percent
8,11,Melissa Rycroft,0.3256402636360491,percent
9,1,Ashley Hamiliton,0.0169105143676301,percent
9,1,Debi Mazar,0.0744721010022501,percent
9,1,Melissa Joan Hart,0.07134409460650855,percent
9,1,Mark Dacascos,0.05619539452761512,percent
9,1,Chuck Liddell,0.0735389447801953,percent
9,1,Natalie Coughlin,0.07028501522651323,percent
9,1,Louie Vito,0.07432161592537556,percent
9,1,Michael Irvin,0.0705413250656628,percent
9,1,Joanna Krupa,0.07208064689807066,percent
9,1,Kathy Ireland,0.06141356497021274,percent
9,1,Tom DeLay,0.06975440264244057,percent
9,1,Macy Gray,0.016909397645824616,percent
9,1,Aaron Carter,0.0748976481582231,percent
9,1,Mya,0.06138374032273409,percent
9,1,Donny Osmond,0.07465051322224056,percent
9,1,Kelly Osbourne,0.06130108063850299,percent
9,2,Debi Mazar,0.06724019523869122,percent
9,2,Melissa Joan Hart,0.07550228374803725,percent
9,2,Mark Dacascos,0.06175628280628156,percent
9,2,Chuck Liddell,0.07431045905136961,percent
9,2,Natalie Coughlin,0.0645262808604115,percent
9,2,Louie Vito,0.07474427857500197,percent
9,2,Michael Irvin,0.07383484986058843,percent
9,2,Joanna Krupa,0.07962457602439388,percent
9,2,Kathy Ireland,0.06019995192092312,percent
9,2,Tom DeLay,0.06922784021341981,percent
9,2,Aaron Carter,0.08735883241151998,percent
9,2,Mya,0.07062828765547079,percent
9,2,Donny Osmond,0.06513499536511735,percent
9,2,Kelly Osbourne,0.07591088626877363,percent
9,3,Debi Mazar,0.05726125953646689,percent
9,3,Melissa Joan Hart,0.06527244538049602,percent
9,3,Mark Dacascos,0.06946678102124677,percent
9,3,Chuck Liddell,0.07087084540165615,percent
9,3,Natalie Coughlin,0.0724017616284138,percent
