Season,Week,Contestant,MAP_FanShare,Mean,Std,CI_5%,CI_95%,CI_Width,Eliminated
33,3,Phaedra Parks,0.0957,0.0821,0.0177,0.0509,0.1167,0.0658,No
33,3,Jenn Tran,0.0909,0.0887,0.0146,0.0592,0.1056,0.0464,No
33,3,Joey Graziadei,0.1241,0.1910,0.0613,0.0984,0.3002,0.2018,No
33,4,Chandler Kinney,0.1189,0.1231,0.0230,0.0950,0.1717,0.0767,No
33,4,Dwight Howard ,0.1258,0.1311,0.0120,0.1123,0.1510,0.0387,No
33,4,Danny Amendola,0.1086,0.1053,0.0118,0.0850,0.1248,0.0399,No
33,4,Stephen Nedoroscik,0.0896,0.0978,0.0182,0.0714,0.1282,0.0568,No
33,4,Ilona Maher,0.1212,0.1049,0.0098,0.0901,0.1202,0.0300,No
33,4,Brooks Nader,0.0850,0.0898,0.0108,0.0703,0.1066,0.0363,Yes
33,4,Phaedra Parks,0.1084,0.1275,0.0291,0.0910,0.1902,0.0992,No
33,4,Jenn Tran,0.1335,0.1243,0.0172,0.0992,0.1538,0.0547,No
33,4,Joey Graziadei,0.1090,0.0961,0.0125,0.0756,0.1203,0.0447,No
33,5,Chandler Kinney,0.1369,0.1334,0.0153,0.1056,0.1582,0.0526,No
33,5,Dwight Howard ,0.1353,0.1351,0.0159,0.1098,0.1612,0.0514,No
33,5,Danny Amendola,0.1286,0.1216,0.0196,0.0926,0.1531,0.0604,No
33,5,Stephen Nedoroscik,0.1118,0.1292,0.0152,0.1001,0.1548,0.0546,No
33,5,Ilona Maher,0.1345,0.1183,0.0188,0.0828,0.1458,0.0630,No
33,5,Phaedra Parks,0.0994,0.1087,0.0132,0.0870,0.1275,0.0405,Yes
33,5,Jenn Tran,0.1315,0.1221,0.0172,0.0889,0.1466,0.0577,No
33,5,Joey Graziadei,0.1220,0.1317,0.0186,0.1014,0.1616,0.0602,No
33,6,Chandler Kinney,0.1492,0.1438,0.0155,0.1163,0.1688,0.0525,No
33,6,Dwight Howard ,0.1495,0.1567,0.0168,0.1286,0.1853,0.0567,No
33,6,Danny Amendola,0.1727,0.1363,0.0200,0.1120,0.1823,0.0703,No
33,6,Stephen Nedoroscik,0.1338,0.1836,0.0272,0.1299,0.2212,0.0914,No
33,6,Ilona Maher,0.1422,0.1468,0.0171,0.1258,0.1831,0.0573,No
33,6,Jenn Tran,0.1236,0.1133,0.0104,0.0964,0.1308,0.0344,Yes
33,6,Joey Graziadei,0.1291,0.1196,0.0157,0.0878,0.1449,0.0570,No
33,7,Chandler Kinney,0.1955,0.1777,0.0269,0.1309,0.2181,0.0872,No
33,7,Dwight Howard ,0.1425,0.1511,0.0177,0.1191,0.1765,0.0575,Yes
33,7,Danny Amendola,0.1942,0.1735,0.0279,0.1339,0.2328,0.0989,No
33,7,Stephen Nedoroscik,0.1342,0.1639,0.0243,0.1262,0.2070,0.0808,No
33,7,Ilona Maher,0.1758,0.1773,0.0249,0.1296,0.2151,0.0855,No
33,7,Joey Graziadei,0.1578,0.1566,0.0225,0.1244,0.1928,0.0684,No
33,8,Chandler Kinney,0.2400,0.2118,0.1245,0.0463,0.4464,0.4000,No
33,8,Danny Amendola,0.2522,0.1921,0.1201,0.0384,0.4188,0.3804,No
33,8,Stephen Nedoroscik,0.1220,0.1930,0.1193,0.0353,0.4113,0.3759,No
33,8,Ilona Maher,0.1910,0.2005,0.1213,0.0380,0.4315,0.3935,No
33,8,Joey Graziadei,0.1948,0.2025,0.1214,0.0426,0.4319,0.3894,No
33,9,Chandler Kinney,0.2523,0.2148,0.1262,0.0484,0.4509,0.4025,No
33,9,Danny Amendola,0.2621,0.1989,0.1234,0.0407,0.4337,0.3930,No
33,9,Stephen Nedoroscik,0.1435,0.1891,0.1205,0.0347,0.4199,0.3852,No
33,9,Ilona Maher,0.1539,0.1939,0.1165,0.0392,0.4205,0.3813,No
33,9,Joey Graziadei,0.1882,0.2033,0.1257,0.0427,0.4455,0.4028,No
