Season,Week,Contestant,MAP_FanShare,Mean,Std,CI_5%,CI_95%,CI_Width,Eliminated
15,3,Helio Castroneves,0.0909,0.0909,0.0000,0.0909,0.0909,0.0000,Yes
15,3,Drew Lachey,0.0909,0.0909,0.0000,0.0909,0.0909,0.0000,Yes
15,3,Bristol Palin,0.0909,0.0909,0.0000,0.0909,0.0909,0.0000,No
15,3,Melissa Rycroft,0.0909,0.0909,0.0000,0.0909,0.0909,0.0000,No
15,4,Gilles Marini,0.1125,0.1032,0.0076,0.0927,0.1163,0.0236,No
15,4,Sabrina Bryan,0.1047,0.1053,0.0142,0.0797,0.1251,0.0454,No
15,4,Kirstie Alley,0.0916,0.1104,0.0063,0.0982,0.1194,0.0212,No
15,4,Kelly Monaco,0.1183,0.1272,0.0124,0.1070,0.1483,0.0413,No
15,4,Apolo Anton Ohno,0.1525,0.1357,0.0126,0.1126,0.1530,0.0404,No
15,4,Emmitt Smith,0.1028,0.1102,0.0101,0.0947,0.1286,0.0339,No
15,4,Shawn Johnson,0.1198,0.0936,0.0174,0.0718,0.1237,0.0519,No
15,4,Bristol Palin,0.0814,0.0701,0.0113,0.0556,0.0921,0.0364,Yes
15,4,Melissa Rycroft,0.1163,0.1443,0.0152,0.1113,0.1659,0.0546,No
15,5,Gilles Marini,0.0887,0.1365,0.1069,0.0132,0.3328,0.3197,No
15,5,Sabrina Bryan,0.1101,0.1411,0.1015,0.0156,0.3247,0.3091,No
15,5,Kirstie Alley,0.0679,0.1121,0.0946,0.0078,0.3042,0.2964,No
15,5,Kelly Monaco,0.0888,0.1334,0.1010,0.0142,0.3151,0.3010,No
15,5,Apolo Anton Ohno,0.1903,0.1224,0.0971,0.0127,0.3239,0.3112,No
15,5,Emmitt Smith,0.1235,0.1053,0.0913,0.0090,0.2857,0.2767,No
15,5,Shawn Johnson,0.2108,0.1229,0.0978,0.0121,0.3088,0.2967,No
15,5,Melissa Rycroft,0.1199,0.1263,0.1001,0.0130,0.3242,0.3112,No
15,6,Gilles Marini,0.1456,0.1219,0.0125,0.1041,0.1456,0.0415,No
15,6,Sabrina Bryan,0.0985,0.0839,0.0085,0.0713,0.0987,0.0274,Yes
15,6,Kirstie Alley,0.1339,0.1215,0.0195,0.0931,0.1490,0.0559,No
15,6,Kelly Monaco,0.1138,0.1101,0.0147,0.0922,0.1431,0.0508,No
15,6,Apolo Anton Ohno,0.1150,0.1050,0.0112,0.0889,0.1214,0.0325,No
15,6,Emmitt Smith,0.1427,0.1482,0.0164,0.1281,0.1773,0.0492,No
15,6,Shawn Johnson,0.1250,0.1411,0.0146,0.1169,0.1604,0.0435,No
15,6,Melissa Rycroft,0.1256,0.1683,0.0271,0.1281,0.2032,0.0750,No
15,7,Gilles Marini,0.2482,0.1499,0.1082,0.0190,0.3591,0.3401,No
15,7,Kirstie Alley,0.1570,0.1296,0.1023,0.0139,0.3373,0.3234,No
15,7,Kelly Monaco,0.1136,0.1570,0.1035,0.0259,0.3408,0.3150,No
15,7,Apolo Anton Ohno,0.0617,0.1406,0.1003,0.0169,0.3234,0.3066,No
15,7,Emmitt Smith,0.1696,0.1307,0.0990,0.0167,0.3405,0.3238,No
15,7,Shawn Johnson,0.1374,0.1460,0.1112,0.0225,0.3786,0.3561,No
15,7,Melissa Rycroft,0.1125,0.1461,0.1056,0.0181,0.3580,0.3399,No
15,8,Gilles Marini,0.1429,0.1429,0.0000,0.1429,0.1429,0.0000,Yes
15,8,Kirstie Alley,0.1429,0.1429,0.0000,0.1429,0.1429,0.0000,Yes
15,8,Kelly Monaco,0.1429,0.1429,0.0000,0.1429,0.1429,0.0000,No
15,8,Apolo Anton Ohno,0.1429,0.1429,0.0000,0.1429,0.1429,0.0000,No
15,8,Emmitt Smith,0.1429,0.1429,0.0000,0.1429,0.1429,0.0000,No
15,8,Shawn Johnson,0.1429,0.1429,0.0000,0.1429,0.1429,0.0000,No
15,8,Melissa Rycroft,0.1429,0.1429,0.0000,0.1429,0.1429,0.0000,No
15,9,Kelly Monaco,0.2000,0.2000,0.0000,0.2000,0.2000,0.0000,No
15,9,Apolo Anton Ohno,0.2000,0.2000,0.0000,0.2000,0.2000,0.0000,Yes
15,9,Emmitt Smith,0.2000,0.2000,0.0000,0.2000,0.2000,0.0000,Yes
15,9,Shawn Johnson,0.2000,0.2000,0.0000,0.2000,0.2000,0.0000,No
15,9,Melissa Rycroft,0.2000,0.2000,0.0000,0.2000,0.2000,0.0000,No
15,10,Kelly Monaco,0.3086,0.3371,0.1457,0.1217,0.5883,0.4666,No
15,10,Shawn Johnson,0.3583,0.3227,0.1416,0.0958,0.5656,0.4699,No
15,10,Melissa Rycroft,0.3332,0.3402,0.1377,0.1240,0.5693,0.4453,No
