Season,Week,Contestant,MAP_FanShare,Mean,Std,CI_5%,CI_95%,CI_Width,Eliminated
20,3,Chris Soules,0.0971,0.0939,0.0178,0.0674,0.1208,0.0534,No
20,4,Suzanne Somers,0.0926,0.1065,0.0107,0.0916,0.1239,0.0322,No
20,4,Willow Shields,0.0854,0.1086,0.0185,0.0832,0.1337,0.0505,No
20,4,Riker Lynch,0.1242,0.1066,0.0154,0.0754,0.1280,0.0525,No
20,4,Rumer Willis,0.1006,0.1126,0.0167,0.0879,0.1399,0.0520,No
20,4,Nastia Liukin,0.1080,0.1054,0.0138,0.0822,0.1275,0.0454,No
20,4,Michael Sam,0.0848,0.0770,0.0072,0.0627,0.0874,0.0248,Yes
20,4,Robert Herjavec,0.0954,0.0859,0.0078,0.0740,0.0986,0.0245,No
20,4,Noah Galloway,0.1036,0.1049,0.0110,0.0826,0.1204,0.0377,No
20,4,Patti LaBelle,0.0960,0.0900,0.0081,0.0782,0.1028,0.0246,No
20,4,Chris Soules,0.1093,0.1025,0.0133,0.0849,0.1280,0.0431,No
20,5,Suzanne Somers,0.0868,0.0825,0.0110,0.0646,0.0990,0.0344,Yes
20,5,Willow Shields,0.0963,0.0958,0.0227,0.0648,0.1374,0.0727,No
20,5,Riker Lynch,0.1222,0.1159,0.0158,0.0878,0.1395,0.0517,No
20,5,Rumer Willis,0.1300,0.1303,0.0237,0.0949,0.1812,0.0863,No
20,5,Nastia Liukin,0.1152,0.1087,0.0150,0.0832,0.1324,0.0493,No
20,5,Robert Herjavec,0.1202,0.1197,0.0155,0.0942,0.1451,0.0509,No
20,5,Noah Galloway,0.1073,0.1168,0.0149,0.0932,0.1386,0.0454,No
20,5,Patti LaBelle,0.1061,0.1159,0.0151,0.0916,0.1412,0.0496,No
20,5,Chris Soules,0.1159,0.1143,0.0159,0.0945,0.1446,0.0500,No
20,6,Willow Shields,0.1065,0.1633,0.0326,0.1177,0.2204,0.1027,No
20,6,Riker Lynch,0.1266,0.1182,0.0190,0.0919,0.1527,0.0608,No
20,6,Rumer Willis,0.1638,0.1245,0.0203,0.0940,0.1580,0.0640,No
20,6,Nastia Liukin,0.1087,0.1143,0.0154,0.0933,0.1431,0.0498,No
20,6,Robert Herjavec,0.1414,0.1400,0.0149,0.1179,0.1651,0.0472,No
20,6,Noah Galloway,0.1215,0.1240,0.0196,0.0934,0.1542,0.0609,No
20,6,Patti LaBelle,0.1042,0.0950,0.0076,0.0832,0.1083,0.0251,Yes
20,6,Chris Soules,0.1272,0.1206,0.0150,0.0970,0.1457,0.0486,No
20,7,Willow Shields,0.0943,0.1036,0.0097,0.0896,0.1198,0.0302,Yes
20,7,Riker Lynch,0.1687,0.1426,0.0160,0.1191,0.1718,0.0527,No
20,7,Rumer Willis,0.1767,0.1609,0.0191,0.1330,0.2020,0.0690,No
20,7,Nastia Liukin,0.1430,0.1292,0.0152,0.1054,0.1555,0.0501,No
20,7,Robert Herjavec,0.1370,0.1567,0.0167,0.1298,0.1877,0.0580,No
20,7,Noah Galloway,0.1415,0.1513,0.0162,0.1258,0.1774,0.0516,No
20,7,Chris Soules,0.1387,0.1557,0.0159,0.1343,0.1886,0.0543,No
20,8,Riker Lynch,0.1962,0.1856,0.0240,0.1353,0.2091,0.0739,No
20,8,Rumer Willis,0.2373,0.2620,0.0419,0.2046,0.3254,0.1207,No
20,8,Nastia Liukin,0.1708,0.1960,0.0202,0.1619,0.2263,0.0644,No
20,8,Robert Herjavec,0.1136,0.0951,0.0175,0.0663,0.1169,0.0507,Yes
20,8,Noah Galloway,0.1732,0.1708,0.0082,0.1578,0.1846,0.0268,No
20,8,Chris Soules,0.1089,0.0905,0.0175,0.0615,0.1129,0.0513,Yes
20,9,Riker Lynch,0.2742,0.2744,0.0280,0.2304,0.3207,0.0902,No
20,9,Rumer Willis,0.2953,0.2602,0.0254,0.2191,0.3043,0.0853,No
20,9,Nastia Liukin,0.1835,0.2012,0.0157,0.1713,0.2262,0.0549,Yes
20,9,Noah Galloway,0.2470,0.2642,0.0294,0.2228,0.3195,0.0967,No
20,10,Riker Lynch,0.3425,0.3541,0.1424,0.1354,0.6076,0.4722,No
20,10,Rumer Willis,0.3524,0.3460,0.1403,0.1332,0.6010,0.4677,No
20,10,Noah Galloway,0.3051,0.2999,0.1406,0.0881,0.5441,0.4560,No
