Season,Week,Contestant,MAP_FanShare,Mean,Std,CI_5%,CI_95%,CI_Width,Eliminated
11,4,The Situation,0.0933,0.0989,0.0115,0.0792,0.1178,0.0386,Yes
11,4,Audrina Patridge,0.0947,0.0913,0.0090,0.0776,0.1074,0.0298,No
11,4,Bristol Palin,0.1072,0.1175,0.0114,0.0986,0.1362,0.0375,No
11,5,Florence Henderson,0.0921,0.0907,0.0100,0.0763,0.1074,0.0312,Yes
11,5,Kyle Massey,0.1391,0.1699,0.0197,0.1384,0.2046,0.0663,No
11,5,Jennifer Grey,0.1632,0.1473,0.0157,0.1239,0.1725,0.0486,No
11,5,Rick Fox,0.1142,0.1182,0.0132,0.0986,0.1438,0.0452,No
11,5,Kurt Warner,0.1136,0.1096,0.0114,0.0907,0.1280,0.0373,No
11,5,Brandy,0.1523,0.1268,0.0234,0.0899,0.1581,0.0682,No
11,5,Audrina Patridge,0.1092,0.1169,0.0240,0.0787,0.1611,0.0824,No
11,5,Bristol Palin,0.1164,0.1206,0.0105,0.1050,0.1417,0.0367,No
11,6,Kyle Massey,0.1630,0.1479,0.0162,0.1195,0.1749,0.0555,No
11,6,Jennifer Grey,0.1788,0.1495,0.0142,0.1285,0.1733,0.0448,No
11,6,Rick Fox,0.1327,0.1538,0.0186,0.1264,0.1853,0.0589,No
11,6,Kurt Warner,0.1494,0.1621,0.0125,0.1430,0.1839,0.0408,No
11,6,Brandy,0.1523,0.1543,0.0128,0.1336,0.1741,0.0405,No
11,6,Audrina Patridge,0.0976,0.0968,0.0085,0.0805,0.1120,0.0316,Yes
11,6,Bristol Palin,0.1262,0.1356,0.0132,0.1196,0.1630,0.0434,No
11,7,Kyle Massey,0.1786,0.1793,0.0257,0.1391,0.2297,0.0906,No
11,7,Jennifer Grey,0.2126,0.1947,0.0190,0.1562,0.2246,0.0684,No
11,7,Rick Fox,0.1292,0.1245,0.0103,0.1076,0.1416,0.0341,Yes
11,7,Kurt Warner,0.1436,0.1568,0.0158,0.1314,0.1820,0.0506,No
11,7,Brandy,0.1736,0.1612,0.0193,0.1335,0.1955,0.0620,No
11,7,Bristol Palin,0.1624,0.1835,0.0257,0.1436,0.2298,0.0861,No
11,8,Kyle Massey,0.2142,0.2104,0.0292,0.1679,0.2617,0.0938,No
11,8,Jennifer Grey,0.2498,0.2019,0.0292,0.1580,0.2617,0.1037,No
11,8,Kurt Warner,0.1558,0.1659,0.0155,0.1417,0.1951,0.0534,Yes
11,8,Brandy,0.1923,0.2112,0.0289,0.1751,0.2767,0.1015,No
11,8,Bristol Palin,0.1879,0.2107,0.0234,0.1805,0.2597,0.0792,No
11,9,Kyle Massey,0.2596,0.2500,0.0344,0.1824,0.3078,0.1254,No
11,9,Jennifer Grey,0.3153,0.2871,0.0294,0.2379,0.3340,0.0961,No
11,9,Brandy,0.1850,0.1991,0.0196,0.1632,0.2272,0.0640,Yes
11,9,Bristol Palin,0.2401,0.2637,0.0324,0.2187,0.3361,0.1175,No
11,10,Kyle Massey,0.3139,0.3409,0.1433,0.1261,0.5832,0.4571,No
11,10,Jennifer Grey,0.3847,0.3350,0.1412,0.1157,0.5935,0.4778,No
11,10,Bristol Palin,0.3014,0.3242,0.1406,0.1125,0.5743,0.4618,No
