Season,Week,Contestant,MAP_FanShare,Mean,Std,CI_5%,CI_95%,CI_Width,Eliminated
11,5,Jennifer Grey,0.1348,0.1504,0.0277,0.1099,0.1844,0.0745,No
11,5,Rick Fox,0.1360,0.1128,0.0139,0.0908,0.1351,0.0443,No
11,5,Kurt Warner,0.1251,0.1200,0.0112,0.1006,0.1372,0.0366,No
11,5,Brandy,0.1106,0.1054,0.0153,0.0849,0.1296,0.0448,No
11,5,Audrina Patridge,0.1247,0.1321,0.0104,0.1159,0.1500,0.0341,No
11,5,Bristol Palin,0.1379,0.1345,0.0179,0.1074,0.1586,0.0512,No
11,6,Kyle Massey,0.1554,0.1464,0.0169,0.1135,0.1715,0.0580,No
11,6,Jennifer Grey,0.1465,0.1466,0.0181,0.1186,0.1813,0.0627,No
11,6,Rick Fox,0.1325,0.1615,0.0157,0.1384,0.1845,0.0461,No
11,6,Kurt Warner,0.1623,0.1771,0.0165,0.1527,0.2117,0.0590,No
11,6,Brandy,0.1579,0.1405,0.0130,0.1218,0.1626,0.0408,No
11,6,Audrina Patridge,0.1108,0.0962,0.0086,0.0808,0.1097,0.0289,Yes
11,6,Bristol Palin,0.1346,0.1317,0.0149,0.1139,0.1628,0.0489,No
11,7,Kyle Massey,0.1764,0.1716,0.0189,0.1449,0.2005,0.0556,No
11,7,Jennifer Grey,0.1840,0.1528,0.0188,0.1239,0.1851,0.0613,No
11,7,Rick Fox,0.1328,0.1291,0.0116,0.1058,0.1470,0.0412,Yes
11,7,Kurt Warner,0.1439,0.1691,0.0211,0.1413,0.2039,0.0626,No
11,7,Brandy,0.1915,0.1860,0.0250,0.1456,0.2198,0.0742,No
11,7,Bristol Palin,0.1714,0.1913,0.0220,0.1645,0.2273,0.0628,No
11,8,Kyle Massey,0.2186,0.2111,0.0283,0.1699,0.2598,0.0899,No
11,8,Jennifer Grey,0.2155,0.2229,0.0319,0.1806,0.2843,0.1037,No
11,8,Kurt Warner,0.1543,0.1613,0.0172,0.1363,0.1911,0.0548,Yes
11,8,Brandy,0.2043,0.2107,0.0190,0.1796,0.2420,0.0624,No
11,8,Bristol Palin,0.2073,0.1939,0.0195,0.1614,0.2223,0.0609,No
11,9,Kyle Massey,0.2604,0.2358,0.0241,0.1898,0.2714,0.0816,No
11,9,Jennifer Grey,0.2944,0.2960,0.0271,0.2448,0.3410,0.0961,No
11,9,Brandy,0.2043,0.1962,0.0231,0.1560,0.2256,0.0697,Yes
11,9,Bristol Palin,0.2409,0.2719,0.0318,0.2307,0.3321,0.1014,No
11,10,Kyle Massey,0.3231,0.3425,0.1493,0.1114,0.5991,0.4877,No
11,10,Jennifer Grey,0.3881,0.3375,0.1436,0.1269,0.5875,0.4606,No
11,10,Bristol Palin,0.2888,0.3199,0.1395,0.1131,0.5740,0.4609,No
