Season,Week,Contestant,MAP_FanShare,Mean,Std,CI_5%,CI_95%,CI_Width,Eliminated
27,4,Mary Lou Retton,0.1092,0.1166,0.0059,0.1062,0.1260,0.0198,No
27,4,DeMarcus Ware,0.1096,0.0938,0.0109,0.0798,0.1147,0.0349,No
27,4,Bobby Bones,0.0977,0.1037,0.0081,0.0921,0.1176,0.0255,No
27,4,Tinashe,0.0700,0.0641,0.0051,0.0553,0.0729,0.0176,Yes
27,4,Alexis Ren,0.0877,0.0913,0.0074,0.0821,0.1042,0.0221,No
27,4,Joe Amabile,0.1174,0.1227,0.0061,0.1118,0.1313,0.0195,No
27,5,Juan Pablo Di Pace,0.1450,0.1165,0.0907,0.0106,0.2950,0.2844,No
27,5,Evanna Lynch,0.1149,0.1296,0.1014,0.0106,0.3139,0.3033,No
27,5,John Schneider,0.1598,0.1046,0.0861,0.0095,0.2759,0.2665,No
27,5,Milo Manheim,0.0658,0.1037,0.0871,0.0072,0.2839,0.2767,No
27,5,Mary Lou Retton,0.1019,0.1032,0.0906,0.0049,0.2979,0.2930,No
27,5,DeMarcus Ware,0.1613,0.1038,0.0916,0.0055,0.2889,0.2835,No
27,5,Bobby Bones,0.0530,0.0982,0.0861,0.0061,0.2744,0.2684,No
27,5,Alexis Ren,0.0695,0.1276,0.0963,0.0110,0.3044,0.2934,No
27,5,Joe Amabile,0.1287,0.1128,0.0952,0.0069,0.2862,0.2793,No
27,6,Juan Pablo Di Pace,0.1074,0.1004,0.0095,0.0872,0.1190,0.0317,No
27,6,Evanna Lynch,0.0979,0.0960,0.0099,0.0794,0.1136,0.0343,No
27,6,John Schneider,0.1114,0.1396,0.0278,0.1030,0.1883,0.0853,No
27,6,Milo Manheim,0.1231,0.1189,0.0123,0.0928,0.1379,0.0451,No
27,6,Mary Lou Retton,0.0808,0.0804,0.0043,0.0742,0.0881,0.0139,Yes
27,6,DeMarcus Ware,0.1236,0.1042,0.0177,0.0810,0.1384,0.0574,No
27,6,Bobby Bones,0.0977,0.1069,0.0092,0.0915,0.1211,0.0296,No
27,6,Alexis Ren,0.1482,0.1512,0.0104,0.1362,0.1695,0.0334,No
27,6,Joe Amabile,0.1100,0.1025,0.0075,0.0900,0.1155,0.0256,No
27,7,Juan Pablo Di Pace,0.1250,0.1250,0.0000,0.1250,0.1250,0.0000,No
27,7,Evanna Lynch,0.1250,0.1250,0.0000,0.1250,0.1250,0.0000,No
27,7,John Schneider,0.1250,0.1250,0.0000,0.1250,0.1250,0.0000,Yes
27,7,Milo Manheim,0.1250,0.1250,0.0000,0.1250,0.1250,0.0000,No
27,7,DeMarcus Ware,0.1250,0.1250,0.0000,0.1250,0.1250,0.0000,Yes
27,7,Bobby Bones,0.1250,0.1250,0.0000,0.1250,0.1250,0.0000,No
27,7,Alexis Ren,0.1250,0.1250,0.0000,0.1250,0.1250,0.0000,No
27,7,Joe Amabile,0.1250,0.1250,0.0000,0.1250,0.1250,0.0000,No
27,8,Juan Pablo Di Pace,0.1667,0.1667,0.0000,0.1667,0.1667,0.0000,Yes
27,8,Evanna Lynch,0.1667,0.1667,0.0000,0.1667,0.1667,0.0000,No
27,8,Milo Manheim,0.1667,0.1667,0.0000,0.1667,0.1667,0.0000,No
27,8,Bobby Bones,0.1667,0.1667,0.0000,0.1667,0.1667,0.0000,No
27,8,Alexis Ren,0.1667,0.1667,0.0000,0.1667,0.1667,0.0000,No
27,8,Joe Amabile,0.1667,0.1667,0.0000,0.1667,0.1667,0.0000,Yes
27,9,Evanna Lynch,0.2068,0.2619,0.1300,0.0801,0.4854,0.4053,No
27,9,Milo Manheim,0.3004,0.2504,0.1324,0.0628,0.4884,0.4256,No
27,9,Bobby Bones,0.2351,0.2215,0.1263,0.0527,0.4718,0.4191,No
27,9,Alexis Ren,0.2576,0.2663,0.1287,0.0736,0.5035,0.4299,No
