Season,Week,Contestant,MAP_FanShare,Mean,Std,CI_5%,CI_95%,CI_Width,Eliminated
30,3,Kenya Moore,0.0564,0.0543,0.0047,0.0476,0.0643,0.0167,No
30,3,Amanda Kloots,0.0585,0.0708,0.0053,0.0619,0.0790,0.0170,No
30,4,Brian Austin Green,0.0540,0.0523,0.0037,0.0458,0.0580,0.0123,Yes
30,4,Melora Hardin,0.0708,0.0537,0.0108,0.0394,0.0707,0.0312,No
30,4,Matt James,0.0497,0.0475,0.0056,0.0377,0.0553,0.0176,Yes
30,4,"Mike ""The Miz"" Mizanin",0.1151,0.1338,0.0122,0.1151,0.1473,0.0322,No
30,4,Suni Lee,0.1241,0.1285,0.0079,0.1110,0.1396,0.0287,No
30,4,Iman Shumpert,0.0763,0.0627,0.0057,0.0530,0.0738,0.0208,No
30,4,Cody Rigsby,0.0751,0.0597,0.0091,0.0490,0.0772,0.0282,No
30,4,Melanie C,0.0832,0.0848,0.0097,0.0718,0.1031,0.0312,No
30,4,Jimmie Allen,0.0786,0.0863,0.0044,0.0797,0.0941,0.0145,No
30,4,Olivia Jade,0.0787,0.0822,0.0053,0.0741,0.0925,0.0184,No
30,4,JoJo Siwa,0.0637,0.0822,0.0132,0.0619,0.0979,0.0360,No
30,4,Kenya Moore,0.0739,0.0646,0.0066,0.0543,0.0768,0.0225,No
30,4,Amanda Kloots,0.0568,0.0616,0.0057,0.0530,0.0714,0.0183,No
30,5,Melora Hardin,0.0482,0.0496,0.0026,0.0445,0.0536,0.0092,No
30,5,"Mike ""The Miz"" Mizanin",0.0553,0.0522,0.0021,0.0488,0.0558,0.0070,No
30,5,Suni Lee,0.0661,0.0635,0.0040,0.0568,0.0703,0.0136,No
30,5,Iman Shumpert,0.3117,0.3291,0.0112,0.3125,0.3480,0.0355,No
30,5,Cody Rigsby,0.0560,0.0559,0.0032,0.0517,0.0620,0.0103,No
30,5,Melanie C,0.0388,0.0371,0.0042,0.0304,0.0441,0.0137,Yes
30,5,Jimmie Allen,0.1846,0.1920,0.0047,0.1854,0.2012,0.0158,No
30,5,Olivia Jade,0.0468,0.0453,0.0042,0.0375,0.0507,0.0133,No
30,5,JoJo Siwa,0.0585,0.0498,0.0088,0.0400,0.0663,0.0263,No
30,5,Kenya Moore,0.0499,0.0469,0.0026,0.0420,0.0512,0.0092,No
30,5,Amanda Kloots,0.0840,0.0785,0.0039,0.0716,0.0844,0.0128,No
30,6,Melora Hardin,0.0925,0.0960,0.0055,0.0855,0.1052,0.0197,No
30,6,"Mike ""The Miz"" Mizanin",0.0951,0.1130,0.0117,0.0951,0.1312,0.0362,No
30,6,Suni Lee,0.0783,0.0803,0.0093,0.0627,0.0944,0.0317,No
30,6,Iman Shumpert,0.1490,0.1327,0.0123,0.1156,0.1526,0.0370,No
30,6,Cody Rigsby,0.0982,0.0971,0.0080,0.0854,0.1111,0.0257,No
30,6,Jimmie Allen,0.1003,0.1098,0.0155,0.0815,0.1287,0.0473,No
30,6,Olivia Jade,0.0898,0.0905,0.0060,0.0816,0.1005,0.0189,No
30,6,JoJo Siwa,0.1173,0.1003,0.0186,0.0715,0.1247,0.0532,No
30,6,Kenya Moore,0.0957,0.0918,0.0065,0.0788,0.1001,0.0213,Yes
30,6,Amanda Kloots,0.0839,0.0884,0.0082,0.0783,0.1042,0.0259,No
30,7,Melora Hardin,0.1041,0.1017,0.0101,0.0835,0.1154,0.0319,No
30,7,"Mike ""The Miz"" Mizanin",0.0840,0.0888,0.0079,0.0781,0.1039,0.0257,Yes
30,7,Suni Lee,0.1138,0.0961,0.0193,0.0695,0.1289,0.0594,No
30,7,Iman Shumpert,0.1319,0.1490,0.0261,0.1134,0.1845,0.0712,No
30,7,Cody Rigsby,0.1417,0.1265,0.0160,0.1027,0.1476,0.0449,No
30,7,Jimmie Allen,0.1025,0.0981,0.0122,0.0754,0.1169,0.0414,No
30,7,Olivia Jade,0.0994,0.1216,0.0160,0.0956,0.1451,0.0495,No
30,7,JoJo Siwa,0.1081,0.1201,0.0088,0.1068,0.1358,0.0289,No
30,7,Amanda Kloots,0.1144,0.0981,0.0129,0.0785,0.1191,0.0407,No
30,8,Melora Hardin,0.1174,0.1247,0.0063,0.1159,0.1352,0.0193,No
30,8,Suni Lee,0.1079,0.1075,0.0059,0.0978,0.1165,0.0186,No
30,8,Iman Shumpert,0.1565,0.1462,0.0074,0.1346,0.1580,0.0234,No
30,8,Cody Rigsby,0.1761,0.1823,0.0110,0.1691,0.2002,0.0312,No
30,8,Jimmie Allen,0.1104,0.1155,0.0062,0.1057,0.1257,0.0201,Yes
30,8,Olivia Jade,0.1034,0.1003,0.0096,0.0857,0.1153,0.0296,Yes
30,8,JoJo Siwa,0.0830,0.0785,0.0115,0.0651,0.1027,0.0376,No
30,8,Amanda Kloots,0.1454,0.1450,0.0200,0.1156,0.1832,0.0675,No
30,9,Melora Hardin,0.1597,0.1732,0.0094,0.1588,0.1874,0.0287,Yes
30,9,Suni Lee,0.1254,0.1371,0.0108,0.1161,0.1522,0.0361,Yes
30,9,Iman Shumpert,0.2259,0.2128,0.0237,0.1828,0.2578,0.0750,No
30,9,Cody Rigsby,0.1872,0.1950,0.0202,0.1705,0.2289,0.0584,No
30,9,JoJo Siwa,0.1271,0.1404,0.0176,0.1099,0.1626,0.0527,No
30,9,Amanda Kloots,0.1747,0.1415,0.0235,0.1050,0.1748,0.0698,No
30,10,Iman Shumpert,0.3048,0.2405,0.1281,0.0629,0.4802,0.4173,No
30,10,Cody Rigsby,0.3050,0.2306,0.1254,0.0639,0.4655,0.4017,No
30,10,JoJo Siwa,0.1713,0.2643,0.1282,0.0796,0.4877,0.4081,No
30,10,Amanda Kloots,0.2189,0.2646,0.1293,0.0790,0.4904,0.4114,No
